feature,importance,original_feature,feature_group
categorical__route_Birmingham → Albuquerque,0.0,route_Birmingham → Albuquerque,route
categorical__route_Birmingham → Albany,0.0,route_Birmingham → Albany,route
categorical__route_Baton Rouge → Washington,0.0,route_Baton Rouge → Washington,route
categorical__route_Baton Rouge → Tulsa,0.0,route_Baton Rouge → Tulsa,route
categorical__route_Baton Rouge → Tucson,0.0,route_Baton Rouge → Tucson,route
categorical__route_Baton Rouge → Toledo,0.0,route_Baton Rouge → Toledo,route
categorical__route_Birmingham → Indianapolis,0.0,route_Birmingham → Indianapolis,route
categorical__route_Birmingham → Houston,0.0,route_Birmingham → Houston,route
categorical__route_Birmingham → Hartford,0.0,route_Birmingham → Hartford,route
categorical__route_Birmingham → Harrisburg,0.0,route_Birmingham → Harrisburg,route
categorical__route_Birmingham → Greensboro,0.0,route_Birmingham → Greensboro,route
categorical__route_Birmingham → Green Bay,0.0,route_Birmingham → Green Bay,route
categorical__route_Birmingham → Grand Rapids,0.0,route_Birmingham → Grand Rapids,route
categorical__route_Birmingham → Fresno,0.0,route_Birmingham → Fresno,route
categorical__route_Birmingham → Fort Wayne,0.0,route_Birmingham → Fort Wayne,route
categorical__route_Birmingham → El Paso,0.0,route_Birmingham → El Paso,route
categorical__route_Birmingham → Detroit,0.0,route_Birmingham → Detroit,route
categorical__route_Birmingham → Dayton,0.0,route_Birmingham → Dayton,route
categorical__route_Birmingham → Dallas,0.0,route_Birmingham → Dallas,route
categorical__route_Birmingham → Corpus Christi,0.0,route_Birmingham → Corpus Christi,route
categorical__route_Birmingham → Columbia,0.0,route_Birmingham → Columbia,route
categorical__route_Birmingham → Cincinnati,0.0,route_Birmingham → Cincinnati,route
categorical__route_Birmingham → New York,0.0,route_Birmingham → New York,route
categorical__route_Birmingham → New Orleans,0.0,route_Birmingham → New Orleans,route
categorical__route_Birmingham → Nashville,0.0,route_Birmingham → Nashville,route
categorical__route_Birmingham → Montgomery,0.0,route_Birmingham → Montgomery,route
categorical__route_Birmingham → Mobile,0.0,route_Birmingham → Mobile,route
categorical__route_Birmingham → Milwaukee,0.0,route_Birmingham → Milwaukee,route
categorical__route_Birmingham → Memphis,0.0,route_Birmingham → Memphis,route
categorical__route_Birmingham → Madison,0.0,route_Birmingham → Madison,route
categorical__route_Birmingham → Lubbock,0.0,route_Birmingham → Lubbock,route
categorical__route_Birmingham → Louisville,0.0,route_Birmingham → Louisville,route
categorical__route_Birmingham → Los Angeles,0.0,route_Birmingham → Los Angeles,route
categorical__route_Birmingham → Little Rock,0.0,route_Birmingham → Little Rock,route
categorical__route_Birmingham → Lexington,0.0,route_Birmingham → Lexington,route
categorical__route_Birmingham → Las Vegas,0.0,route_Birmingham → Las Vegas,route
categorical__route_Birmingham → Kansas City,0.0,route_Birmingham → Kansas City,route
categorical__route_Birmingham → Jacksonville,0.0,route_Birmingham → Jacksonville,route
categorical__route_Birmingham → Toledo,0.0,route_Birmingham → Toledo,route
categorical__route_Birmingham → Tampa,0.0,route_Birmingham → Tampa,route
categorical__route_Birmingham → Syracuse,0.0,route_Birmingham → Syracuse,route
categorical__route_Birmingham → St. Louis,0.0,route_Birmingham → St. Louis,route
categorical__route_Birmingham → Shreveport,0.0,route_Birmingham → Shreveport,route
categorical__route_Birmingham → Savannah,0.0,route_Birmingham → Savannah,route
categorical__route_Birmingham → San Francisco,0.0,route_Birmingham → San Francisco,route
categorical__route_Birmingham → San Antonio,0.0,route_Birmingham → San Antonio,route
categorical__route_Birmingham → Salt Lake City,0.0,route_Birmingham → Salt Lake City,route
categorical__route_Birmingham → Richmond,0.0,route_Birmingham → Richmond,route
categorical__route_Birmingham → Reno,0.0,route_Birmingham → Reno,route
categorical__route_Birmingham → Raleigh,0.0,route_Birmingham → Raleigh,route
categorical__route_Birmingham → Providence,0.0,route_Birmingham → Providence,route
categorical__route_Birmingham → Phoenix,0.0,route_Birmingham → Phoenix,route
categorical__route_Birmingham → Philadelphia,0.0,route_Birmingham → Philadelphia,route
categorical__route_Birmingham → Oklahoma City,0.0,route_Birmingham → Oklahoma City,route
categorical__route_Boston → Columbia,0.0,route_Boston → Columbia,route
categorical__route_Boston → Chattanooga,0.0,route_Boston → Chattanooga,route
categorical__route_Boston → Charleston,0.0,route_Boston → Charleston,route
categorical__route_Boston → Buffalo,0.0,route_Boston → Buffalo,route
categorical__route_Boston → Birmingham,0.0,route_Boston → Birmingham,route
categorical__route_Boston → Baton Rouge,0.0,route_Boston → Baton Rouge,route
categorical__route_Boston → Baltimore,0.0,route_Boston → Baltimore,route
categorical__route_Boston → Bakersfield,0.0,route_Boston → Bakersfield,route
categorical__route_Boston → Austin,0.0,route_Boston → Austin,route
categorical__route_Boston → Atlanta,0.0,route_Boston → Atlanta,route
categorical__route_Boston → Albuquerque,0.0,route_Boston → Albuquerque,route
categorical__route_Boston → Albany,0.0,route_Boston → Albany,route
categorical__route_Birmingham → Tulsa,0.0,route_Birmingham → Tulsa,route
categorical__route_Birmingham → Tucson,0.0,route_Birmingham → Tucson,route
categorical__route_Boston → Kansas City,0.0,route_Boston → Kansas City,route
categorical__route_Boston → Indianapolis,0.0,route_Boston → Indianapolis,route
categorical__route_Boston → Houston,0.0,route_Boston → Houston,route
categorical__route_Boston → Hartford,0.0,route_Boston → Hartford,route
categorical__route_Boston → Greensboro,0.0,route_Boston → Greensboro,route
categorical__route_Boston → Green Bay,0.0,route_Boston → Green Bay,route
categorical__route_Boston → Grand Rapids,0.0,route_Boston → Grand Rapids,route
categorical__route_Boston → Fresno,0.0,route_Boston → Fresno,route
categorical__route_Boston → Fort Wayne,0.0,route_Boston → Fort Wayne,route
categorical__route_Boston → El Paso,0.0,route_Boston → El Paso,route
categorical__route_Boston → Detroit,0.0,route_Boston → Detroit,route
categorical__route_Boston → Dayton,0.0,route_Boston → Dayton,route
categorical__route_Boston → Dallas,0.0,route_Boston → Dallas,route
categorical__route_Boston → Corpus Christi,0.0,route_Boston → Corpus Christi,route
categorical__route_Boston → Philadelphia,0.0,route_Boston → Philadelphia,route
categorical__route_Boston → Oklahoma City,0.0,route_Boston → Oklahoma City,route
categorical__route_Boston → New York,0.0,route_Boston → New York,route
categorical__route_Boston → New Orleans,0.0,route_Boston → New Orleans,route
categorical__route_Boston → Montgomery,0.0,route_Boston → Montgomery,route
categorical__route_Boston → Mobile,0.0,route_Boston → Mobile,route
categorical__route_Boston → Milwaukee,0.0,route_Boston → Milwaukee,route
categorical__route_Boston → Memphis,0.0,route_Boston → Memphis,route
categorical__route_Boston → Madison,0.0,route_Boston → Madison,route
categorical__route_Boston → Lubbock,0.0,route_Boston → Lubbock,route
categorical__route_Boston → Louisville,0.0,route_Boston → Louisville,route
categorical__route_Boston → Los Angeles,0.0,route_Boston → Los Angeles,route
categorical__route_Boston → Little Rock,0.0,route_Boston → Little Rock,route
categorical__route_Boston → Lexington,0.0,route_Boston → Lexington,route
categorical__route_Boston → Las Vegas,0.0,route_Boston → Las Vegas,route
categorical__route_Boston → Tulsa,0.0,route_Boston → Tulsa,route
categorical__route_Boston → Tucson,0.0,route_Boston → Tucson,route
categorical__route_Boston → Toledo,0.0,route_Boston → Toledo,route
categorical__route_Boston → Tampa,0.0,route_Boston → Tampa,route
categorical__route_Boston → Syracuse,0.0,route_Boston → Syracuse,route
categorical__route_Boston → St. Louis,0.0,route_Boston → St. Louis,route
categorical__route_Boston → Shreveport,0.0,route_Boston → Shreveport,route
categorical__route_Boston → Savannah,0.0,route_Boston → Savannah,route
categorical__route_Boston → San Francisco,0.0,route_Boston → San Francisco,route
categorical__route_Boston → San Antonio,0.0,route_Boston → San Antonio,route
categorical__route_Boston → Salt Lake City,0.0,route_Boston → Salt Lake City,route
categorical__route_Boston → Richmond,0.0,route_Boston → Richmond,route
categorical__route_Boston → Reno,0.0,route_Boston → Reno,route
categorical__route_Boston → Raleigh,0.0,route_Boston → Raleigh,route
categorical__route_Boston → Providence,0.0,route_Boston → Providence,route
categorical__route_Boston → Phoenix,0.0,route_Boston → Phoenix,route
categorical__route_Buffalo → Columbia,0.0,route_Buffalo → Columbia,route
categorical__route_Buffalo → Cincinnati,0.0,route_Buffalo → Cincinnati,route
categorical__route_Buffalo → Chattanooga,0.0,route_Buffalo → Chattanooga,route
categorical__route_Buffalo → Charleston,0.0,route_Buffalo → Charleston,route
categorical__route_Buffalo → Birmingham,0.0,route_Buffalo → Birmingham,route
categorical__route_Buffalo → Baton Rouge,0.0,route_Buffalo → Baton Rouge,route
categorical__route_Buffalo → Baltimore,0.0,route_Buffalo → Baltimore,route
categorical__route_Buffalo → Austin,0.0,route_Buffalo → Austin,route
categorical__route_Buffalo → Atlanta,0.0,route_Buffalo → Atlanta,route
categorical__route_Buffalo → Amarillo,0.0,route_Buffalo → Amarillo,route
categorical__route_Buffalo → Albuquerque,0.0,route_Buffalo → Albuquerque,route
categorical__route_Buffalo → Albany,0.0,route_Buffalo → Albany,route
categorical__route_Boston → Washington,0.0,route_Boston → Washington,route
categorical__route_Buffalo → Las Vegas,0.0,route_Buffalo → Las Vegas,route
categorical__route_Buffalo → Jacksonville,0.0,route_Buffalo → Jacksonville,route
categorical__route_Buffalo → Indianapolis,0.0,route_Buffalo → Indianapolis,route
categorical__route_Buffalo → Houston,0.0,route_Buffalo → Houston,route
categorical__route_Buffalo → Hartford,0.0,route_Buffalo → Hartford,route
categorical__route_Buffalo → Harrisburg,0.0,route_Buffalo → Harrisburg,route
categorical__route_Buffalo → Greensboro,0.0,route_Buffalo → Greensboro,route
categorical__route_Buffalo → Green Bay,0.0,route_Buffalo → Green Bay,route
categorical__route_Buffalo → Grand Rapids,0.0,route_Buffalo → Grand Rapids,route
categorical__route_Buffalo → Fresno,0.0,route_Buffalo → Fresno,route
categorical__route_Buffalo → Fort Wayne,0.0,route_Buffalo → Fort Wayne,route
categorical__route_Buffalo → El Paso,0.0,route_Buffalo → El Paso,route
categorical__route_Buffalo → Detroit,0.0,route_Buffalo → Detroit,route
categorical__route_Buffalo → Dayton,0.0,route_Buffalo → Dayton,route
categorical__route_Buffalo → Dallas,0.0,route_Buffalo → Dallas,route
categorical__route_Buffalo → Phoenix,0.0,route_Buffalo → Phoenix,route
categorical__route_Buffalo → Philadelphia,0.0,route_Buffalo → Philadelphia,route
categorical__route_Buffalo → Oklahoma City,0.0,route_Buffalo → Oklahoma City,route
categorical__route_Buffalo → New York,0.0,route_Buffalo → New York,route
categorical__route_Buffalo → New Orleans,0.0,route_Buffalo → New Orleans,route
categorical__route_Buffalo → Nashville,0.0,route_Buffalo → Nashville,route
categorical__route_Buffalo → Montgomery,0.0,route_Buffalo → Montgomery,route
categorical__route_Buffalo → Mobile,0.0,route_Buffalo → Mobile,route
categorical__route_Buffalo → Milwaukee,0.0,route_Buffalo → Milwaukee,route
categorical__route_Buffalo → Memphis,0.0,route_Buffalo → Memphis,route
categorical__route_Buffalo → Madison,0.0,route_Buffalo → Madison,route
categorical__route_Buffalo → Lubbock,0.0,route_Buffalo → Lubbock,route
categorical__route_Buffalo → Los Angeles,0.0,route_Buffalo → Los Angeles,route
categorical__route_Buffalo → Little Rock,0.0,route_Buffalo → Little Rock,route
categorical__route_Buffalo → Washington,0.0,route_Buffalo → Washington,route
categorical__route_Buffalo → Tulsa,0.0,route_Buffalo → Tulsa,route
categorical__route_Buffalo → Tucson,0.0,route_Buffalo → Tucson,route
categorical__route_Buffalo → Toledo,0.0,route_Buffalo → Toledo,route
categorical__route_Buffalo → Tampa,0.0,route_Buffalo → Tampa,route
categorical__route_Buffalo → St. Louis,0.0,route_Buffalo → St. Louis,route
categorical__route_Buffalo → Savannah,0.0,route_Buffalo → Savannah,route
categorical__route_Buffalo → San Francisco,0.0,route_Buffalo → San Francisco,route
categorical__route_Buffalo → Salt Lake City,0.0,route_Buffalo → Salt Lake City,route
categorical__route_Buffalo → Richmond,0.0,route_Buffalo → Richmond,route
categorical__route_Buffalo → Reno,0.0,route_Buffalo → Reno,route
categorical__route_Buffalo → Raleigh,0.0,route_Buffalo → Raleigh,route
categorical__route_Buffalo → Providence,0.0,route_Buffalo → Providence,route
categorical__route_Charleston → Dallas,0.0,route_Charleston → Dallas,route
categorical__route_Charleston → Corpus Christi,0.0,route_Charleston → Corpus Christi,route
categorical__route_Charleston → Columbia,0.0,route_Charleston → Columbia,route
categorical__route_Charleston → Cincinnati,0.0,route_Charleston → Cincinnati,route
categorical__route_Charleston → Chattanooga,0.0,route_Charleston → Chattanooga,route
categorical__route_Charleston → Buffalo,0.0,route_Charleston → Buffalo,route
categorical__route_Charleston → Boston,0.0,route_Charleston → Boston,route
categorical__route_Charleston → Birmingham,0.0,route_Charleston → Birmingham,route
categorical__route_Charleston → Baton Rouge,0.0,route_Charleston → Baton Rouge,route
categorical__route_Charleston → Baltimore,0.0,route_Charleston → Baltimore,route
categorical__route_Charleston → Bakersfield,0.0,route_Charleston → Bakersfield,route
categorical__route_Charleston → Austin,0.0,route_Charleston → Austin,route
categorical__route_Charleston → Amarillo,0.0,route_Charleston → Amarillo,route
categorical__route_Charleston → Albuquerque,0.0,route_Charleston → Albuquerque,route
categorical__route_Charleston → Albany,0.0,route_Charleston → Albany,route
categorical__route_Charleston → Lexington,0.0,route_Charleston → Lexington,route
categorical__route_Charleston → Las Vegas,0.0,route_Charleston → Las Vegas,route
categorical__route_Charleston → Jacksonville,0.0,route_Charleston → Jacksonville,route
categorical__route_Charleston → Indianapolis,0.0,route_Charleston → Indianapolis,route
categorical__route_Charleston → Houston,0.0,route_Charleston → Houston,route
categorical__route_Charleston → Hartford,0.0,route_Charleston → Hartford,route
categorical__route_Charleston → Harrisburg,0.0,route_Charleston → Harrisburg,route
categorical__route_Charleston → Grand Rapids,0.0,route_Charleston → Grand Rapids,route
categorical__route_Charleston → Fresno,0.0,route_Charleston → Fresno,route
categorical__route_Charleston → Fort Wayne,0.0,route_Charleston → Fort Wayne,route
categorical__route_Charleston → El Paso,0.0,route_Charleston → El Paso,route
categorical__route_Charleston → Detroit,0.0,route_Charleston → Detroit,route
categorical__route_Austin → Baton Rouge,0.0,route_Austin → Baton Rouge,route
categorical__route_Austin → Memphis,0.0,route_Austin → Memphis,route
categorical__route_Austin → Madison,0.0,route_Austin → Madison,route
categorical__route_Austin → Lubbock,0.0,route_Austin → Lubbock,route
categorical__route_Austin → Louisville,0.0,route_Austin → Louisville,route
categorical__route_Austin → Los Angeles,0.0,route_Austin → Los Angeles,route
categorical__route_Austin → Little Rock,0.0,route_Austin → Little Rock,route
categorical__route_Austin → Las Vegas,0.0,route_Austin → Las Vegas,route
categorical__route_Austin → Kansas City,0.0,route_Austin → Kansas City,route
categorical__route_Austin → Jacksonville,0.0,route_Austin → Jacksonville,route
categorical__route_Austin → Indianapolis,0.0,route_Austin → Indianapolis,route
categorical__route_Austin → Houston,0.0,route_Austin → Houston,route
categorical__route_Austin → Hartford,0.0,route_Austin → Hartford,route
categorical__route_Austin → Harrisburg,0.0,route_Austin → Harrisburg,route
categorical__route_Austin → Greensboro,0.0,route_Austin → Greensboro,route
categorical__route_Charleston → Dayton,0.0,route_Charleston → Dayton,route
categorical__route_Charleston → Providence,0.0,route_Charleston → Providence,route
categorical__route_Charleston → Philadelphia,0.0,route_Charleston → Philadelphia,route
categorical__route_Charleston → Oklahoma City,0.0,route_Charleston → Oklahoma City,route
categorical__route_Charleston → New York,0.0,route_Charleston → New York,route
categorical__route_Charleston → New Orleans,0.0,route_Charleston → New Orleans,route
categorical__route_Charleston → Nashville,0.0,route_Charleston → Nashville,route
categorical__route_Charleston → Montgomery,0.0,route_Charleston → Montgomery,route
categorical__route_Charleston → Mobile,0.0,route_Charleston → Mobile,route
categorical__route_Charleston → Milwaukee,0.0,route_Charleston → Milwaukee,route
categorical__route_Charleston → Memphis,0.0,route_Charleston → Memphis,route
categorical__route_Charleston → Madison,0.0,route_Charleston → Madison,route
categorical__route_Charleston → Louisville,0.0,route_Charleston → Louisville,route
categorical__route_Charleston → Los Angeles,0.0,route_Charleston → Los Angeles,route
categorical__route_Charleston → Little Rock,0.0,route_Charleston → Little Rock,route
categorical__route_Chattanooga → Albany,0.0,route_Chattanooga → Albany,route
categorical__route_Charleston → Washington,0.0,route_Charleston → Washington,route
categorical__route_Charleston → Tulsa,0.0,route_Charleston → Tulsa,route
categorical__route_Charleston → Tucson,0.0,route_Charleston → Tucson,route
categorical__route_Charleston → Toledo,0.0,route_Charleston → Toledo,route
categorical__route_Charleston → Tampa,0.0,route_Charleston → Tampa,route
categorical__route_Charleston → Syracuse,0.0,route_Charleston → Syracuse,route
categorical__route_Charleston → St. Louis,0.0,route_Charleston → St. Louis,route
categorical__route_Charleston → Savannah,0.0,route_Charleston → Savannah,route
categorical__route_Charleston → San Antonio,0.0,route_Charleston → San Antonio,route
categorical__route_Charleston → Salt Lake City,0.0,route_Charleston → Salt Lake City,route
categorical__route_Charleston → Reno,0.0,route_Charleston → Reno,route
categorical__route_Charleston → Raleigh,0.0,route_Charleston → Raleigh,route
categorical__route_Chattanooga → Dayton,0.0,route_Chattanooga → Dayton,route
categorical__route_Chattanooga → Dallas,0.0,route_Chattanooga → Dallas,route
categorical__route_Chattanooga → Corpus Christi,0.0,route_Chattanooga → Corpus Christi,route
categorical__route_Chattanooga → Columbia,0.0,route_Chattanooga → Columbia,route
categorical__route_Chattanooga → Cincinnati,0.0,route_Chattanooga → Cincinnati,route
categorical__route_Chattanooga → Charleston,0.0,route_Chattanooga → Charleston,route
categorical__route_Chattanooga → Buffalo,0.0,route_Chattanooga → Buffalo,route
categorical__route_Chattanooga → Boston,0.0,route_Chattanooga → Boston,route
categorical__route_Chattanooga → Birmingham,0.0,route_Chattanooga → Birmingham,route
categorical__route_Chattanooga → Baton Rouge,0.0,route_Chattanooga → Baton Rouge,route
categorical__route_Chattanooga → Baltimore,0.0,route_Chattanooga → Baltimore,route
categorical__route_Chattanooga → Bakersfield,0.0,route_Chattanooga → Bakersfield,route
categorical__route_Chattanooga → Austin,0.0,route_Chattanooga → Austin,route
categorical__route_Chattanooga → Amarillo,0.0,route_Chattanooga → Amarillo,route
categorical__route_Chattanooga → Albuquerque,0.0,route_Chattanooga → Albuquerque,route
categorical__route_Chattanooga → Little Rock,0.0,route_Chattanooga → Little Rock,route
categorical__route_Chattanooga → Las Vegas,0.0,route_Chattanooga → Las Vegas,route
categorical__route_Chattanooga → Jacksonville,0.0,route_Chattanooga → Jacksonville,route
categorical__route_Chattanooga → Indianapolis,0.0,route_Chattanooga → Indianapolis,route
categorical__route_Chattanooga → Hartford,0.0,route_Chattanooga → Hartford,route
categorical__route_Chattanooga → Harrisburg,0.0,route_Chattanooga → Harrisburg,route
categorical__route_Chattanooga → Greensboro,0.0,route_Chattanooga → Greensboro,route
categorical__route_Chattanooga → Green Bay,0.0,route_Chattanooga → Green Bay,route
categorical__route_Chattanooga → Fresno,0.0,route_Chattanooga → Fresno,route
categorical__route_Chattanooga → El Paso,0.0,route_Chattanooga → El Paso,route
categorical__route_Chattanooga → Detroit,0.0,route_Chattanooga → Detroit,route
categorical__route_Chattanooga → Raleigh,0.0,route_Chattanooga → Raleigh,route
categorical__route_Chattanooga → Providence,0.0,route_Chattanooga → Providence,route
categorical__route_Chattanooga → Phoenix,0.0,route_Chattanooga → Phoenix,route
categorical__route_Chattanooga → Philadelphia,0.0,route_Chattanooga → Philadelphia,route
categorical__route_Chattanooga → Oklahoma City,0.0,route_Chattanooga → Oklahoma City,route
categorical__route_Chattanooga → New York,0.0,route_Chattanooga → New York,route
categorical__route_Chattanooga → New Orleans,0.0,route_Chattanooga → New Orleans,route
categorical__route_Chattanooga → Nashville,0.0,route_Chattanooga → Nashville,route
categorical__route_Chattanooga → Montgomery,0.0,route_Chattanooga → Montgomery,route
categorical__route_Chattanooga → Memphis,0.0,route_Chattanooga → Memphis,route
categorical__route_Chattanooga → Madison,0.0,route_Chattanooga → Madison,route
categorical__route_Chattanooga → Lubbock,0.0,route_Chattanooga → Lubbock,route
categorical__route_Chattanooga → Louisville,0.0,route_Chattanooga → Louisville,route
categorical__route_Chattanooga → Los Angeles,0.0,route_Chattanooga → Los Angeles,route
categorical__route_Cincinnati → Albuquerque,0.0,route_Cincinnati → Albuquerque,route
categorical__route_Chattanooga → Washington,0.0,route_Chattanooga → Washington,route
categorical__route_Chattanooga → Tulsa,0.0,route_Chattanooga → Tulsa,route
categorical__route_Chattanooga → Tucson,0.0,route_Chattanooga → Tucson,route
categorical__route_Chattanooga → Toledo,0.0,route_Chattanooga → Toledo,route
categorical__route_Chattanooga → Tampa,0.0,route_Chattanooga → Tampa,route
categorical__route_Chattanooga → Syracuse,0.0,route_Chattanooga → Syracuse,route
categorical__route_Chattanooga → St. Louis,0.0,route_Chattanooga → St. Louis,route
categorical__route_Chattanooga → Shreveport,0.0,route_Chattanooga → Shreveport,route
categorical__route_Chattanooga → Savannah,0.0,route_Chattanooga → Savannah,route
categorical__route_Chattanooga → San Francisco,0.0,route_Chattanooga → San Francisco,route
categorical__route_Chattanooga → San Antonio,0.0,route_Chattanooga → San Antonio,route
categorical__route_Chattanooga → Salt Lake City,0.0,route_Chattanooga → Salt Lake City,route
categorical__route_Chattanooga → Richmond,0.0,route_Chattanooga → Richmond,route
categorical__route_Chattanooga → Reno,0.0,route_Chattanooga → Reno,route
categorical__route_Cincinnati → Detroit,0.0,route_Cincinnati → Detroit,route
categorical__route_Cincinnati → Dayton,0.0,route_Cincinnati → Dayton,route
categorical__route_Cincinnati → Dallas,0.0,route_Cincinnati → Dallas,route
categorical__route_Cincinnati → Columbia,0.0,route_Cincinnati → Columbia,route
categorical__route_Cincinnati → Chattanooga,0.0,route_Cincinnati → Chattanooga,route
categorical__route_Cincinnati → Charleston,0.0,route_Cincinnati → Charleston,route
categorical__route_Cincinnati → Buffalo,0.0,route_Cincinnati → Buffalo,route
categorical__route_Cincinnati → Boston,0.0,route_Cincinnati → Boston,route
categorical__route_Cincinnati → Birmingham,0.0,route_Cincinnati → Birmingham,route
categorical__route_Cincinnati → Baton Rouge,0.0,route_Cincinnati → Baton Rouge,route
categorical__route_Cincinnati → Baltimore,0.0,route_Cincinnati → Baltimore,route
categorical__route_Cincinnati → Bakersfield,0.0,route_Cincinnati → Bakersfield,route
categorical__route_Cincinnati → Austin,0.0,route_Cincinnati → Austin,route
categorical__route_Cincinnati → Atlanta,0.0,route_Cincinnati → Atlanta,route
categorical__route_Cincinnati → Amarillo,0.0,route_Cincinnati → Amarillo,route
categorical__route_Cincinnati → Little Rock,0.0,route_Cincinnati → Little Rock,route
categorical__route_Cincinnati → Las Vegas,0.0,route_Cincinnati → Las Vegas,route
categorical__route_Cincinnati → Kansas City,0.0,route_Cincinnati → Kansas City,route
categorical__route_Cincinnati → Jacksonville,0.0,route_Cincinnati → Jacksonville,route
categorical__route_Cincinnati → Indianapolis,0.0,route_Cincinnati → Indianapolis,route
categorical__route_Cincinnati → Houston,0.0,route_Cincinnati → Houston,route
categorical__route_Cincinnati → Hartford,0.0,route_Cincinnati → Hartford,route
categorical__route_Cincinnati → Harrisburg,0.0,route_Cincinnati → Harrisburg,route
categorical__route_Cincinnati → Greensboro,0.0,route_Cincinnati → Greensboro,route
categorical__route_Cincinnati → Green Bay,0.0,route_Cincinnati → Green Bay,route
categorical__route_Cincinnati → Grand Rapids,0.0,route_Cincinnati → Grand Rapids,route
categorical__route_Cincinnati → Fresno,0.0,route_Cincinnati → Fresno,route
categorical__route_Cincinnati → Fort Wayne,0.0,route_Cincinnati → Fort Wayne,route
categorical__route_Cincinnati → El Paso,0.0,route_Cincinnati → El Paso,route
categorical__route_Cincinnati → Reno,0.0,route_Cincinnati → Reno,route
categorical__route_Cincinnati → Raleigh,0.0,route_Cincinnati → Raleigh,route
categorical__route_Cincinnati → Providence,0.0,route_Cincinnati → Providence,route
categorical__route_Cincinnati → Phoenix,0.0,route_Cincinnati → Phoenix,route
categorical__route_Cincinnati → Philadelphia,0.0,route_Cincinnati → Philadelphia,route
categorical__route_Cincinnati → Oklahoma City,0.0,route_Cincinnati → Oklahoma City,route
categorical__route_Cincinnati → New York,0.0,route_Cincinnati → New York,route
categorical__route_Cincinnati → New Orleans,0.0,route_Cincinnati → New Orleans,route
categorical__route_Cincinnati → Montgomery,0.0,route_Cincinnati → Montgomery,route
categorical__route_Cincinnati → Mobile,0.0,route_Cincinnati → Mobile,route
categorical__route_Cincinnati → Milwaukee,0.0,route_Cincinnati → Milwaukee,route
categorical__route_Cincinnati → Memphis,0.0,route_Cincinnati → Memphis,route
categorical__route_Cincinnati → Madison,0.0,route_Cincinnati → Madison,route
categorical__route_Cincinnati → Lubbock,0.0,route_Cincinnati → Lubbock,route
categorical__route_Atlanta → San Francisco,0.0,route_Atlanta → San Francisco,route
categorical__route_Austin → Grand Rapids,0.0,route_Austin → Grand Rapids,route
categorical__route_Austin → Fresno,0.0,route_Austin → Fresno,route
categorical__route_Austin → Fort Wayne,0.0,route_Austin → Fort Wayne,route
categorical__route_Austin → El Paso,0.0,route_Austin → El Paso,route
categorical__route_Austin → Detroit,0.0,route_Austin → Detroit,route
categorical__route_Austin → Dayton,0.0,route_Austin → Dayton,route
categorical__route_Austin → Dallas,0.0,route_Austin → Dallas,route
categorical__route_Austin → Corpus Christi,0.0,route_Austin → Corpus Christi,route
categorical__route_Austin → Columbia,0.0,route_Austin → Columbia,route
categorical__route_Austin → Cincinnati,0.0,route_Austin → Cincinnati,route
categorical__route_Austin → Chattanooga,0.0,route_Austin → Chattanooga,route
categorical__route_Austin → Charleston,0.0,route_Austin → Charleston,route
categorical__route_Austin → Buffalo,0.0,route_Austin → Buffalo,route
categorical__route_Austin → Boston,0.0,route_Austin → Boston,route
categorical__route_Austin → Birmingham,0.0,route_Austin → Birmingham,route
categorical__route_Cincinnati → Louisville,0.0,route_Cincinnati → Louisville,route
categorical__route_Columbia → Amarillo,0.0,route_Columbia → Amarillo,route
categorical__route_Columbia → Albuquerque,0.0,route_Columbia → Albuquerque,route
categorical__route_Columbia → Albany,0.0,route_Columbia → Albany,route
categorical__route_Cincinnati → Washington,0.0,route_Cincinnati → Washington,route
categorical__route_Cincinnati → Tulsa,0.0,route_Cincinnati → Tulsa,route
categorical__route_Cincinnati → Tucson,0.0,route_Cincinnati → Tucson,route
categorical__route_Cincinnati → Toledo,0.0,route_Cincinnati → Toledo,route
categorical__route_Cincinnati → Tampa,0.0,route_Cincinnati → Tampa,route
categorical__route_Cincinnati → Shreveport,0.0,route_Cincinnati → Shreveport,route
categorical__route_Cincinnati → Savannah,0.0,route_Cincinnati → Savannah,route
categorical__route_Cincinnati → San Francisco,0.0,route_Cincinnati → San Francisco,route
categorical__route_Cincinnati → San Antonio,0.0,route_Cincinnati → San Antonio,route
categorical__route_Cincinnati → Salt Lake City,0.0,route_Cincinnati → Salt Lake City,route
categorical__route_Cincinnati → Richmond,0.0,route_Cincinnati → Richmond,route
categorical__route_Columbia → El Paso,0.0,route_Columbia → El Paso,route
categorical__route_Columbia → Detroit,0.0,route_Columbia → Detroit,route
categorical__route_Columbia → Dayton,0.0,route_Columbia → Dayton,route
categorical__route_Columbia → Dallas,0.0,route_Columbia → Dallas,route
categorical__route_Columbia → Corpus Christi,0.0,route_Columbia → Corpus Christi,route
categorical__route_Columbia → Chattanooga,0.0,route_Columbia → Chattanooga,route
categorical__route_Columbia → Charleston,0.0,route_Columbia → Charleston,route
categorical__route_Columbia → Buffalo,0.0,route_Columbia → Buffalo,route
categorical__route_Columbia → Boston,0.0,route_Columbia → Boston,route
categorical__route_Columbia → Birmingham,0.0,route_Columbia → Birmingham,route
categorical__route_Columbia → Baltimore,0.0,route_Columbia → Baltimore,route
categorical__route_Columbia → Austin,0.0,route_Columbia → Austin,route
