date,pickup,delivery,equipment,distance,posted_rate,predicted_rate,absolute_error,percentage_error
2025-09-17,Savannah,Hartford,Reefer,813.5,1851.07,1771.0599,80.01006347656244,4.322368331643991
2025-09-17,Philadelphia,Madison,Dry Van,1016.0,2103.06,2026.7048,76.35516601562495,3.6306698817734606
2025-09-17,Greensboro,Albany,Dry Van,963.9,1839.0,1802.2355,36.7645263671875,1.999158584403888
2025-09-17,Little Rock,Jacksonville,Flatbed,542.2,1397.52,1352.0665,45.45347167968748,3.252438010167116
2025-09-17,Little Rock,Columbia,Dry Van,604.9,1369.61,1352.5641,17.0459130859374,1.2445815294819256
2025-09-17,Baltimore,Cincinnati,Dry Van,893.7,1714.65,1681.0061,33.64389648437509,1.9621436727247594
2025-09-17,Jacksonville,Tulsa,Dry Van,718.0,1536.66,1475.8011,60.85885253906258,3.9604631173494838
2025-09-17,Corpus Christi,Lexington,Dry Van,1012.6,2021.45,2030.2612,8.811230468749955,0.4358866392317373
2025-09-17,Phoenix,San Francisco,Dry Van,685.2,1509.8,1479.0695,30.730541992187455,2.0354048213132505
2025-09-17,Montgomery,Syracuse,Dry Van,1079.9,2165.33,2242.508,77.17805664062507,3.5642630287588997
2025-09-17,Jacksonville,San Francisco,Dry Van,2413.7,4566.56,4586.132,19.5718359374996,0.42859035986606103
2025-09-17,Harrisburg,Fresno,Reefer,2776.6,5892.61,5865.164,27.445937499999673,0.46576877648443854
2025-09-17,Los Angeles,Green Bay,Dry Van,2275.9,4118.9,3985.1067,133.79331054687464,3.248277708778428
2025-09-17,Indianapolis,Lexington,Dry Van,296.6,700.67,709.7403,9.070295410156291,1.2945174490353935
2025-09-17,Fresno,Lexington,Dry Van,2322.9,4223.34,4167.295,56.045078125000146,1.3270321149848259
2025-09-17,Charleston,Las Vegas,Flatbed,2377.9,4943.1,4721.9004,221.19960937500036,4.474916740001221
2025-09-17,Fort Wayne,Lexington,Dry Van,371.7,899.51,867.34546,32.16454101562499,3.5757847067431148
2025-09-17,Madison,Houston,Dry Van,946.6,1973.28,1857.2483,116.03170898437497,5.880144175402121
2025-09-17,Shreveport,Chattanooga,Reefer,410.2,1165.59,1154.1998,11.390170898437418,0.9772021807357149
2025-09-17,Raleigh,Toledo,Reefer,697.0,1631.56,1637.9508,6.390805664062555,0.3916990894642278
2025-09-17,San Antonio,Fort Wayne,Dry Van,1283.4,2502.95,2406.6594,96.29057617187482,3.8470834883587295
2025-09-17,Greensboro,Shreveport,Dry Van,693.7,1476.1,1422.0051,54.09487304687491,3.6647160115761066
2025-09-17,Syracuse,Little Rock,Dry Van,1188.2,2313.33,2321.8413,8.511308593750073,0.3679245327622982
2025-09-17,Buffalo,Houston,Flatbed,1409.3,3052.05,3013.9778,38.07221679687518,1.2474309659696001
2025-09-17,Lubbock,Grand Rapids,Dry Van,1390.8,2829.57,2910.9917,81.42169921874984,2.877529066916522
2025-09-17,Syracuse,Austin,Flatbed,1839.7,3938.37,3798.7664,139.6036425781249,3.5447061240595703
2025-09-17,Baton Rouge,Bakersfield,Flatbed,1687.4,3648.58,3535.0208,113.55924804687493,3.11242313576446
2025-09-17,Louisville,Raleigh,Dry Van,672.0,1466.6,1410.2258,56.37416992187491,3.8438681250426097
2025-09-17,Green Bay,Grand Rapids,Dry Van,99.5,273.37,331.94656,58.57656372070312,21.427575710832613
2025-09-17,Green Bay,San Antonio,Flatbed,1367.3,3112.83,2877.7288,235.10124023437493,7.552652738324126
2025-09-17,Memphis,Hartford,Dry Van,1180.6,2276.42,2320.0854,43.66544921874993,1.918163134164606
2025-09-17,Chattanooga,Indianapolis,Dry Van,302.4,729.36,744.0036,14.643601074218736,2.0077329541267326
2025-09-17,Oklahoma City,Louisville,Flatbed,881.0,2104.11,2073.2795,30.830458984375127,1.465249392112348
2025-09-17,Harrisburg,Hartford,Flatbed,404.2,990.67,943.0118,47.65822021484371,4.8107059076023
2025-09-17,Lexington,Richmond,Dry Van,562.0,1197.94,1179.259,18.680966796875055,1.5594242446929774
2025-09-17,Grand Rapids,Memphis,Dry Van,673.2,1389.62,1236.8815,152.7385302734374,10.991388312879593
2025-09-17,Chattanooga,Madison,Reefer,553.3,1335.13,1319.495,15.63500488281261,1.1710473798665755
2025-09-17,El Paso,Kansas City,Dry Van,1341.2,2728.59,2643.633,84.95694335937515,3.1135840620751063
2025-09-17,Columbia,Lexington,Dry Van,231.0,573.51,503.8394,69.67061401367187,12.148107969115076
2025-09-17,Bakersfield,Lexington,Reefer,2106.4,4659.3,4322.31,336.9899414062502,7.232630253605696
2025-09-17,Toledo,Lexington,Dry Van,429.3,988.26,969.39496,18.86504150390624,1.908914810263113
2025-09-17,Fresno,Oklahoma City,Dry Van,1423.2,2937.59,2936.201,1.3890722656251455,0.04728611772320662
2025-09-17,Charleston,Columbia,Flatbed,260.8,714.33,722.81757,8.487565917968709,1.1881855610108365
2025-09-17,Harrisburg,Tucson,Dry Van,2431.4,4631.81,4481.132,150.6781640625004,3.253116256118027
2025-09-17,Nashville,Baton Rouge,Reefer,509.2,1360.34,1387.6924,27.352382812500082,2.0107019430804125
2025-09-17,Milwaukee,Birmingham,Dry Van,534.7,1229.15,1223.4285,5.721533203125091,0.4654869790607404
2025-09-17,Corpus Christi,Lexington,Dry Van,1017.3,2138.99,2071.7925,67.19751953124978,3.1415537020392703
2025-09-17,El Paso,Detroit,Flatbed,1838.1,3600.79,3277.7537,323.03633789062496,8.97126291426673
2025-09-17,Little Rock,Montgomery,Dry Van,494.9,1162.72,1140.5231,22.196928710937527,1.909051939498549
2025-09-17,Detroit,San Antonio,Reefer,1460.0,3135.32,2944.7456,190.57439453125016,6.078307621909412
2025-09-17,Madison,Albany,Dry Van,1117.0,2066.78,2155.0498,88.2698046874998,4.2708853718102455
2025-09-17,Corpus Christi,New York,Dry Van,1750.3,3598.79,3433.4336,165.35640624999996,4.594777862837231
2025-09-17,Albuquerque,Columbia,Flatbed,1727.6,3908.44,3716.5547,191.88531250000005,4.909511531455006
2025-09-17,Cincinnati,Philadelphia,Dry Van,912.9,1846.47,1839.3054,7.164580078125027,0.3880149733342555
2025-09-17,Los Angeles,Montgomery,Reefer,2175.6,4706.92,4436.7656,270.1543750000001,5.739514905713292
2025-09-17,Columbia,Montgomery,Dry Van,337.6,814.08,795.1872,18.89280517578129,2.3207553527640146
2025-09-17,Raleigh,Greensboro,Dry Van,369.1,880.59,949.7219,69.13192382812497,7.850636939793203
2025-09-17,Bakersfield,Providence,Dry Van,3117.0,5846.36,5737.6304,108.72962890624967,1.859783333668294
2025-09-17,Columbia,Philadelphia,Flatbed,758.7,1720.64,1551.6467,168.9932714843751,9.821535677676625
2025-09-17,Amarillo,Greensboro,Reefer,1427.5,3312.66,3261.2605,51.399501953124854,1.5516081322298352
2025-09-17,Philadelphia,Oklahoma City,Flatbed,1783.1,3690.6,3687.0547,3.545312499999909,0.09606330948896952
2025-09-17,Oklahoma City,Memphis,Dry Van,668.6,1488.08,1549.2639,61.18391601562507,4.111601259046898
2025-09-17,Phoenix,Little Rock,Flatbed,1639.4,3655.47,3356.1377,299.3323046874998,8.188613357174312
2025-09-17,Bakersfield,Mobile,Reefer,1958.8,4523.32,4245.516,277.8038867187497,6.14159260717238
2025-09-17,Baton Rouge,Bakersfield,Dry Van,1645.5,3177.01,3061.0625,115.94750000000022,3.6495793214374586
2025-09-17,New York,El Paso,Reefer,2353.6,5112.3,4765.1836,347.1164062500002,6.789828575200989
2025-09-17,Dallas,Tampa,Flatbed,564.5,1371.31,1527.5038,156.19378417968755,11.390114866783408
2025-09-17,Boston,Bakersfield,Reefer,3032.3,6357.66,6240.3076,117.35238281249985,1.8458423824567507
2025-09-17,Los Angeles,Jacksonville,Dry Van,2192.5,4269.7,4250.869,18.830859374999818,0.44103471848138787
2025-09-17,Los Angeles,Atlanta,Dry Van,2092.9,3970.47,3790.9507,179.5193164062498,4.521361864118098
2025-09-17,Birmingham,Chattanooga,Dry Van,165.9,452.28,466.9925,14.712492675781277,3.252961147028672
2025-09-17,Milwaukee,Detroit,Dry Van,445.1,959.77,899.0224,60.74760009765623,6.329391426868544
2025-09-17,El Paso,Kansas City,Dry Van,1330.0,2751.84,2660.0906,91.74942382812515,3.334111860723194
2025-09-17,Montgomery,Chattanooga,Flatbed,345.2,911.83,971.14886,59.31886474609371,6.505474128521074
2025-09-17,Washington,Toledo,Dry Van,553.4,1119.2,1130.6593,11.459301757812455,1.023883287867446
2025-09-17,Raleigh,Montgomery,Dry Van,659.0,1404.58,1373.3336,31.246381835937427,2.2246067746897595
2025-09-17,Grand Rapids,Nashville,Dry Van,678.6,1388.78,1347.3732,41.40683105468747,2.9815255875435613
2025-09-17,Washington,Nashville,Reefer,755.7,1679.9,1578.5298,101.37021484375009,6.034300544303237
2025-09-17,Toledo,Oklahoma City,Reefer,1241.7,2806.83,2657.838,148.99210937499993,5.308198550500028
2025-09-17,Syracuse,Albany,Reefer,391.4,960.78,944.8511,15.928925781249973,1.6579160454266297
2025-09-17,Toledo,Columbia,Flatbed,608.8,1470.55,1420.1736,50.376416015624955,3.4256853568817762
2025-09-17,Tampa,Bakersfield,Flatbed,2077.9,4412.66,4198.257,214.40316406249985,4.858819035740344
2025-09-17,Tulsa,Dayton,Flatbed,785.6,1701.66,1620.7787,80.88131347656258,4.7530830763232705
2025-09-17,Phoenix,Nashville,Dry Van,1979.0,3611.76,3581.0244,30.73558593750022,0.8509863871768948
2025-09-17,Atlanta,Tampa,Dry Van,530.2,1248.13,1236.22,11.91002929687511,0.954229871637979
2025-09-17,Philadelphia,Kansas City,Flatbed,1150.9,2579.63,2560.0256,19.60436523437511,0.7599681052854521
2025-09-17,Reno,Austin,Dry Van,1481.8,2995.71,2885.594,110.11600585937504,3.6757899082145813
2025-09-17,Raleigh,Bakersfield,Reefer,2529.3,5378.9,5071.323,307.57675781249964,5.7182092586309405
2025-09-17,Indianapolis,Shreveport,Reefer,545.0,1445.94,1440.9907,4.949277343750055,0.3422878780412779
2025-09-17,Tampa,Amarillo,Reefer,1259.0,2932.57,2848.1917,84.37834960937516,2.877283393384477
2025-09-17,Nashville,Boston,Reefer,1202.7,2622.63,2500.9634,121.66662109375011,4.639107350016972
2025-09-17,Cincinnati,Philadelphia,Dry Van,912.7,1931.11,1875.7311,55.3789208984374,2.8677248265731836
2025-09-17,Greensboro,Buffalo,Flatbed,552.5,1278.61,1243.5066,35.1034082031249,2.745435136838043
2025-09-17,Albuquerque,Memphis,Flatbed,1315.6,2749.07,2820.0186,70.94855468749984,2.5808202296594787
2025-09-17,Amarillo,Raleigh,Reefer,1775.6,3878.08,3809.3079,68.77213867187493,1.7733553374833664
2025-09-17,Fort Wayne,Lexington,Dry Van,354.9,3848.82,825.50934,3023.310661621094,78.55162521554901
2025-09-17,Buffalo,Green Bay,Reefer,587.7,1368.56,1350.6453,17.914736328124945,1.3090208926261873
2025-09-17,Albany,Baltimore,Dry Van,488.5,1073.49,1050.4419,23.04810546875001,2.1470256330985857
2025-09-17,Bakersfield,Tucson,Dry Van,322.3,814.99,782.57556,32.41443847656251,3.9772805159035705
2025-09-17,El Paso,Fort Wayne,Reefer,1708.2,3588.73,4089.3281,500.598125,13.949172130530856
2025-09-17,Milwaukee,Providence,Flatbed,1233.1,2577.91,2500.2058,77.70418945312485,3.0142320505031153
2025-09-17,Charleston,El Paso,Reefer,2012.7,4132.31,4204.958,72.6480078124996,1.7580483509828544
2025-09-17,San Antonio,Detroit,Dry Van,1481.6,2885.53,2836.74,48.7900097656252,1.690850892751945
2025-09-17,Hartford,Bakersfield,Dry Van,2900.1,5317.19,5035.763,281.4268164062496,5.292773371014571
2025-09-17,Mobile,Tampa,Dry Van,326.6,791.36,766.9524,24.407607421875014,3.0842609459506436
2025-09-17,Lubbock,Reno,Dry Van,1475.1,2796.78,2802.5334,5.7534472656248,0.20571683384552233
2025-09-17,Tucson,Fresno,Dry Van,494.1,1162.66,1168.858,6.198032226562418,0.5330906908780226
2025-09-17,Corpus Christi,Grand Rapids,Dry Van,1355.1,2826.87,2712.8684,114.00159179687489,4.032785087282927
2025-09-17,New York,Baton Rouge,Dry Van,1461.4,2943.01,2830.7195,112.29051757812522,3.8154990155699506
2025-09-17,Oklahoma City,Albuquerque,Flatbed,803.5,1914.6,1806.8674,107.73256835937491,5.6268969162945215
2025-09-17,Baton Rouge,Washington,Dry Van,1256.2,2533.96,2503.1665,30.793496093750036,1.215232130489433
2025-09-17,El Paso,Hartford,Reefer,2471.7,5358.59,5190.451,168.13882812500015,3.1377438491282246
2025-09-17,Tampa,Chattanooga,Dry Van,585.4,1338.09,1259.1218,78.96817382812492,5.901559224575696
2025-09-17,Milwaukee,St. Louis,Dry Van,155.9,414.0,421.39297,7.392974853515625,1.7857427182404892
2025-09-17,Chattanooga,Bakersfield,Dry Van,1961.7,3889.04,3647.6768,241.36324218749996,6.20624221369541
2025-09-17,Philadelphia,Baltimore,Dry Van,112.9,316.38,345.1763,28.79630004882813,9.10180796789561
2025-09-17,Mobile,Greensboro,Reefer,517.9,1317.55,1338.175,20.625048828125045,1.5654091934366854
2025-09-17,Toledo,Cincinnati,Dry Van,456.2,999.43,1014.33185,14.9018481445313,1.4910347042345438
2025-09-17,Cincinnati,Oklahoma City,Dry Van,908.7,2000.33,1939.64,60.68998535156243,3.0339986577995846
2025-09-17,Charleston,Syracuse,Reefer,731.7,1650.1,1595.6703,54.42971191406241,3.2985705056701056
2025-09-17,Hartford,Reno,Reefer,2807.6,5395.2,5495.0396,99.83955078125018,1.8505254815623182
2025-09-17,Fort Wayne,Houston,Dry Van,1062.9,2252.16,2224.758,27.401943359374854,1.216696121029361
2025-09-17,Philadelphia,Richmond,Dry Van,274.0,624.09,586.3956,37.69437011718753,6.039893303399755
2025-09-17,Albany,Jacksonville,Reefer,1319.8,2935.57,2933.1506,2.4193652343751637,0.0824155184299868
2025-09-17,Kansas City,Tucson,Flatbed,1615.5,3551.15,3342.8167,208.3333496093751,5.86664459708475
2025-09-17,Corpus Christi,Lubbock,Reefer,319.9,918.41,905.4168,12.993190917968718,1.4147484149746539
2025-09-17,Albany,Las Vegas,Flatbed,2885.5,5576.86,5208.067,368.7931054687497,6.612916685531816
2025-09-17,Albany,Shreveport,Dry Van,1612.0,3261.98,3160.635,101.34499023437502,3.1068550461491187
2025-09-17,Little Rock,Atlanta,Dry Van,410.8,992.4,971.3394,21.060583496093727,2.122186970585825
2025-09-17,Shreveport,Grand Rapids,Reefer,960.3,2275.66,2267.6455,8.014492187499854,0.35218319904993955
2025-09-17,Raleigh,Greensboro,Reefer,372.8,1031.93,1291.3031,259.37310058593744,25.13475725930416
2025-09-17,Shreveport,Green Bay,Reefer,991.2,2383.15,2332.8516,50.29843750000009,2.1105863038415578
2025-09-17,Phoenix,Atlanta,Dry Van,2051.3,3999.28,3817.3179,181.9621289062502,4.549872199652192
2025-09-17,Oklahoma City,Tulsa,Dry Van,303.5,796.55,775.2638,21.286206054687455,2.6723000508050285
2025-09-17,Richmond,Las Vegas,Flatbed,2559.0,5227.72,4959.53,268.19021484375025,5.1301564514501585
2025-09-17,Houston,Philadelphia,Reefer,1564.9,3322.27,3370.8525,48.58253906250002,1.4623296439633149
2025-09-17,Chattanooga,Richmond,Reefer,731.9,1805.75,1719.6084,86.1416015625,4.770405735151599
2025-09-17,Louisville,Columbia,Dry Van,378.6,897.02,893.6222,3.397807617187482,0.37878839013483334
2025-09-17,Tucson,New York,Flatbed,2666.7,5307.92,5141.795,166.12507812500007,3.129758514163741
2025-09-17,Richmond,Atlanta,Reefer,698.6,1599.52,1604.4882,4.968159179687518,0.3106031296693707
2025-09-17,Philadelphia,Toledo,Dry Van,744.2,1503.91,1537.5657,33.65567382812492,2.237878186069972
2025-09-17,Oklahoma City,Phoenix,Dry Van,1226.1,2470.32,2443.5566,26.763359375000164,1.0833964577463713
2025-09-17,Tucson,Los Angeles,Dry Van,353.3,837.75,870.08673,32.33673095703125,3.8599499799500148
2025-09-17,San Antonio,Tampa,Dry Van,825.9,1786.6,1755.9766,30.62343749999991,1.714062325086752
2025-09-17,Bakersfield,Atlanta,Reefer,2021.7,4381.32,4279.724,101.59587890624971,2.318841785266762
2025-09-18,Cincinnati,Toledo,Reefer,450.1,1182.12,1125.1831,56.93689453124989,4.816507167736769
2025-09-18,Fort Wayne,Shreveport,Dry Van,845.4,1790.79,1741.5024,49.287558593749964,2.752280200009491
2025-09-18,Corpus Christi,Albuquerque,Dry Van,1112.0,2372.58,2342.3145,30.265546874999927,1.2756386244088682
2025-09-18,Cincinnati,Shreveport,Dry Van,546.7,1245.98,1206.4791,39.50087402343752,3.1702654957092022
2025-09-18,Cincinnati,Hartford,Reefer,951.8,2246.24,2263.6648,17.42479492187522,0.7757316636635098
2025-09-18,Bakersfield,Phoenix,Reefer,381.6,980.22,1029.077,48.85702636718747,4.984291931116227
2025-09-18,Tucson,Los Angeles,Flatbed,328.9,859.17,865.53876,6.368757324218791,0.7412685876158143
2025-09-18,Los Angeles,Tulsa,Dry Van,1590.3,3153.62,3042.2473,111.37268554687489,3.5315822942166433
2025-09-18,St. Louis,New York,Dry Van,1006.6,1933.02,1959.6033,26.583271484375018,1.375219681347064
2025-09-18,Los Angeles,Buffalo,Flatbed,2735.9,5495.7,5288.776,206.92412109374982,3.765200449328563
2025-09-18,Buffalo,Harrisburg,Dry Van,175.6,436.95,431.70697,5.243029785156239,1.1999152729502778
2025-09-18,Oklahoma City,Cincinnati,Dry Van,937.8,2059.06,1972.3326,86.72735839843745,4.211987916740525
2025-09-18,Corpus Christi,Philadelphia,Dry Van,1788.2,3435.44,3785.765,350.32489257812495,10.197380614364533
2025-09-18,Hartford,Tampa,Dry Van,1406.1,2781.29,2824.5151,43.225136718750036,1.5541398674266271
2025-09-18,Albany,Charleston,Dry Van,953.7,1843.05,1895.498,52.448046875000045,2.845720239548577
2025-09-18,Grand Rapids,Baltimore,Dry Van,953.6,1946.98,1717.1578,229.82216308593752,11.804033071009332
2025-09-18,Oklahoma City,Fort Wayne,Dry Van,1142.8,2332.46,2356.826,24.365927734374964,1.0446450414744501
2025-09-18,Raleigh,Phoenix,Reefer,2680.4,5695.78,5406.6074,289.17257812499975,5.076961858165164
2025-09-18,Kansas City,Richmond,Flatbed,909.0,2032.48,1984.9744,47.50563476562502,2.337323602969034
2025-09-18,Washington,San Antonio,Reefer,1643.0,3604.9,3087.1455,517.7544921875001,14.362520241546232
2025-09-18,Bakersfield,Buffalo,Flatbed,2543.9,5154.0,5040.3237,113.67626953125,2.2055931224534344
2025-09-18,Greensboro,New York,Dry Van,660.6,1341.43,1321.3115,20.118476562500064,1.4997783382286114
2025-09-18,New York,Boston,Reefer,305.2,836.33,822.0516,14.278425292968791,1.7072716861727775
2025-09-18,Oklahoma City,Boston,Dry Van,1959.5,3815.87,3724.5474,91.32263671874989,2.3932323878630535
2025-09-18,Green Bay,Philadelphia,Reefer,946.1,885.17,2149.8633,1264.69328125,142.87575056203895
2025-09-18,Lexington,Salt Lake City,Flatbed,1835.2,4030.69,3898.0266,132.66338867187505,3.291331972239866
2025-09-18,Philadelphia,Cincinnati,Reefer,918.5,2164.8,2165.6248,0.8247558593748181,0.03809847835249529
2025-09-18,Savannah,Memphis,Dry Van,499.4,1115.02,1096.5884,18.431621093749982,1.6530305370083032
2025-09-18,New York,Oklahoma City,Dry Van,1715.6,3388.51,3343.2632,45.24681640625022,1.3353012505865474
2025-09-18,San Antonio,Philadelphia,Dry Van,1879.1,3529.08,3620.8674,91.78743164062507,2.6008883799920963
2025-09-18,Providence,Dallas,Dry Van,1695.0,3266.65,3135.325,131.3250488281251,4.020175067060293
2025-09-18,Corpus Christi,Cincinnati,Dry Van,936.5,2045.91,1956.0725,89.83749023437508,4.391077331572507
2025-09-18,Baltimore,Raleigh,Reefer,395.7,1042.37,1036.9491,5.420903320312391,0.5200555772242478
2025-09-18,Bakersfield,Albuquerque,Flatbed,518.4,1264.25,1244.362,19.887939453125,1.5731017957781293
2025-09-18,Grand Rapids,Corpus Christi,Reefer,1355.4,3029.19,2956.7205,72.46954101562505,2.392373572328743
2025-09-18,Shreveport,Chattanooga,Dry Van,427.0,1065.43,1065.7084,0.27837402343743634,0.026127856681099303
2025-09-18,Grand Rapids,Buffalo,Dry Van,507.2,1037.51,1033.9192,3.590810546874991,0.34609888549266904
2025-09-18,Fort Wayne,Baton Rouge,Reefer,979.8,2417.3,2377.2969,40.00312500000018,1.6548680345840474
2025-09-18,Bakersfield,St. Louis,Reefer,1768.0,4019.3,3937.4988,81.80122070312518,2.035210626306202
2025-09-18,Shreveport,Philadelphia,Dry Van,1374.9,2703.52,2158.5337,544.98630859375,20.158397518559138
2025-09-18,Lexington,Tulsa,Dry Van,713.3,1567.93,1471.7169,96.21308105468756,6.13631227508164
2025-09-18,Baton Rouge,Kansas City,Dry Van,729.9,1649.02,1580.6876,68.33237792968748,4.143817414566682
2025-09-18,Philadelphia,Tucson,Reefer,2721.2,5797.14,5424.951,372.1888281250003,6.420214590729227
2025-09-18,Corpus Christi,Cincinnati,Flatbed,928.0,2220.74,2291.2485,70.50853515625022,3.1750018082373543
2025-09-18,Shreveport,Jacksonville,Flatbed,529.9,1321.15,1341.9255,20.77553710937491,1.5725343155111007
2025-09-18,Syracuse,Madison,Dry Van,780.7,1567.88,1593.5681,25.68811523437489,1.6383980428588214
2025-09-18,Phoenix,Richmond,Dry Van,2787.3,5298.62,5155.4526,143.1673632812499,2.701974538299593
2025-09-18,Columbia,Las Vegas,Flatbed,2075.6,4547.86,4302.741,245.11878906249967,5.389761097802037
2025-09-18,Nashville,Kansas City,Dry Van,400.7,885.3,882.46497,2.8350341796874545,0.32023429116541907
2025-09-18,Phoenix,Hartford,Dry Van,2960.1,5223.67,5276.6924,53.02238281249993,1.0150408201992072
2025-09-18,Greensboro,Baton Rouge,Reefer,828.3,1986.74,1645.9802,340.759775390625,17.151704570835893
2025-09-18,Chattanooga,Raleigh,Dry Van,658.7,1416.04,1306.1,109.94002441406246,7.763906698544
2025-09-18,Indianapolis,Philadelphia,Flatbed,986.2,2259.09,2191.644,67.44595703125015,2.985536522725971
2025-09-18,Buffalo,Oklahoma City,Dry Van,1527.4,3119.9,2899.0676,220.8323730468751,7.0781875395645715
2025-09-18,Washington,Baton Rouge,Dry Van,1246.6,2612.11,2561.3352,50.77479492187513,1.9438229983375557
2025-09-18,Louisville,Savannah,Flatbed,464.6,1167.77,1144.147,23.623027343749982,2.0229178129040806
2025-09-18,El Paso,Dallas,Dry Van,1109.4,2337.65,2248.0413,89.60874023437509,3.833283007908587
2025-09-18,Los Angeles,Raleigh,Dry Van,2655.2,4868.18,4871.027,2.846855468749709,0.05847884566202787
2025-09-18,Louisville,Los Angeles,Dry Van,2123.9,3972.67,3886.9355,85.73445312500007,2.158106591410816
2025-09-18,Nashville,Fresno,Dry Van,2100.5,4109.95,3974.276,135.67412109374982,3.3011136654642956
2025-09-18,Shreveport,Green Bay,Dry Van,988.1,1958.31,1952.4662,5.843813476562445,0.29841105221147035
2025-09-18,Detroit,New Orleans,Dry Van,1042.0,2130.39,2113.5164,16.873642578124873,0.7920447701183762
2025-09-18,St. Louis,Buffalo,Reefer,755.3,1788.14,1770.1053,18.0346533203126,1.0085705437109287
2025-09-18,San Antonio,Birmingham,Reefer,876.5,2137.06,2096.025,41.035097656249945,1.9201659128077802
2025-09-18,Nashville,Bakersfield,Dry Van,1908.0,3595.28,3640.9568,45.6767871093748,1.270465363181026
2025-09-18,New York,Madison,Reefer,976.1,2314.91,2288.2893,26.620693359374854,1.1499666664956676
2025-09-18,Jacksonville,Salt Lake City,Dry Van,1905.8,3538.35,3623.0754,84.72543945312509,2.3944900717318833
2025-09-18,Lubbock,New York,Dry Van,1882.8,3771.62,3767.4888,4.131230468749891,0.1095346421100188
2025-09-18,Fresno,Bakersfield,Dry Van,234.0,564.55,553.9197,10.630322265624955,1.8829726801213278
2025-09-18,San Antonio,Buffalo,Dry Van,1643.8,3055.45,2853.1018,202.34819335937482,6.622533288365866
2025-09-18,Los Angeles,Hartford,Reefer,3044.8,6586.76,6175.0522,411.7077539062502,6.250535223786052
2025-09-18,Milwaukee,Tulsa,Reefer,662.7,1752.61,1861.1484,108.5384375000001,6.192960070979859
2025-09-18,Hartford,Lexington,Reefer,850.9,2056.74,2021.662,35.07801269531228,1.7055151694094675
2025-09-18,Fresno,Phoenix,Dry Van,461.2,1099.58,1088.2864,11.293623046874927,1.0270851640512675
2025-09-18,Greensboro,Boston,Flatbed,873.4,2031.94,1941.689,90.25103515625005,4.441619100773155
2025-09-18,Lexington,Los Angeles,Dry Van,2262.9,4129.46,4066.7463,62.713662109375036,1.5186891775044447
2025-09-18,Shreveport,Fresno,Flatbed,1861.4,4083.22,3948.7153,134.5046679687498,3.2940832962404625
2025-09-18,Albany,Harrisburg,Reefer,559.9,1344.15,1280.899,63.25095214843759,4.705646851053647
2025-09-18,Green Bay,Savannah,Dry Van,926.0,1770.17,1819.8116,49.64164550781243,2.804343396838294
2025-09-18,Greensboro,Richmond,Dry Van,447.6,1027.87,1016.94525,10.92474853515614,1.062853136598611
2025-09-18,Memphis,Green Bay,Reefer,741.3,1771.04,1681.3021,89.73787597656246,5.066959299426465
2025-09-18,Tulsa,Dallas,Reefer,159.4,478.02,556.96405,78.94405029296877,16.514800697244628
2025-09-18,Jacksonville,Baltimore,Reefer,931.6,2240.88,2542.7578,301.8778124999999,13.471395724001281
2025-09-18,Fresno,Toledo,Dry Van,2390.0,4419.92,4470.036,50.11613281249993,1.1338696811820106
2025-09-18,Lexington,Toledo,Dry Van,407.6,929.25,918.85004,10.39996337890625,1.119178195201103
2025-09-18,Lexington,El Paso,Flatbed,1728.2,3628.7,3491.1829,137.51713867187482,3.789708123346511
2025-09-18,Cincinnati,Oklahoma City,Reefer,896.0,2265.66,2152.7275,112.93246093749985,4.984528170047573
2025-09-18,Hartford,Savannah,Dry Van,832.3,1740.58,1816.4937,75.91365234375007,4.36139978304646
2025-09-18,Baton Rouge,Milwaukee,Dry Van,801.4,1650.49,1647.2191,3.270883789062509,0.19817652873161964
2025-09-18,Reno,Greensboro,Reefer,2250.1,4786.14,4796.7007,10.560683593749673,0.22065137237418192
2025-09-18,Atlanta,San Antonio,Dry Van,928.4,1915.64,2091.2646,175.6246484374999,9.167935960697204
2025-09-18,Shreveport,Philadelphia,Reefer,1344.4,2864.86,2703.3362,161.52381835937513,5.638105120647261
2025-09-18,Oklahoma City,Columbia,Flatbed,1049.2,2342.44,2276.1426,66.29742187500005,2.830271933325936
2025-09-18,Montgomery,Nashville,Reefer,366.0,987.48,1002.60767,15.127666015624982,1.5319465726521024
2025-09-18,New Orleans,Richmond,Dry Van,1098.9,2390.47,2364.522,25.9480273437498,1.085478058446657
2025-09-18,Harrisburg,Los Angeles,Reefer,2743.0,5812.57,5624.6714,187.8986132812497,3.2326253839738652
2025-09-18,Oklahoma City,Baton Rouge,Dry Van,434.2,1047.42,1126.6974,79.27738769531243,7.568825084045791
2025-09-18,Raleigh,San Francisco,Dry Van,2854.4,5446.12,5290.022,156.0980273437499,2.8662245294585853
2025-09-18,Hartford,Albany,Dry Van,368.4,800.45,712.7303,87.7197143554688,10.958799969450784
2025-09-18,Grand Rapids,Indianapolis,Dry Van,434.8,995.21,993.36884,1.8411645507812864,0.18500261761651174
2025-09-18,Tulsa,Baltimore,Dry Van,1490.5,2915.4,2860.6594,54.74057617187509,1.8776351846016015
2025-09-18,Austin,Columbia,Dry Van,1212.1,2328.57,2458.3445,129.77448242187484,5.5731407010257294
2025-09-18,Green Bay,Amarillo,Reefer,1403.9,2995.54,3265.2668,269.72684570312504,9.004281221520161
