pickup,delivery,count,MAE,mean_actual,mean_prediction
Hartford,Columbia,7,33.10414620535715,1756.8171428571427,1724.0723
Philadelphia,Charleston,5,33.02393749999997,1426.272,1398.5074
Columbia,Amarillo,5,32.87217578125001,3015.23,2998.2046
Atlanta,Kansas City,7,32.809782366071396,1179.5571428571427,1147.1692
Baton Rouge,Charleston,6,32.57769938151042,2127.3733333333334,2120.243
Syracuse,Fort Wayne,8,32.324525756835925,1181.135,1151.353
Richmond,Dayton,6,32.0807316080729,1342.4516666666666,1313.9597
Shreveport,New York,5,31.745359375000042,2697.284,2682.759
Shreveport,Lubbock,5,31.21037499999993,1407.0759999999998,1381.003
Amarillo,Montgomery,6,31.148929036458338,2599.07,2573.9207
Grand Rapids,Oklahoma City,10,31.12972460937499,2556.121,2546.288
Raleigh,Grand Rapids,5,31.099228515625008,1754.89,1763.4641
Oklahoma City,Memphis,5,30.757525390625005,1562.074,1549.553
Oklahoma City,Little Rock,5,30.73690527343747,1290.634,1259.8971
Baton Rouge,Montgomery,7,30.68334054129465,1112.6185714285714,1120.964
Bakersfield,Amarillo,6,30.642823079427064,1858.5633333333335,1889.206
Chattanooga,Philadelphia,5,30.612064453125004,2229.496,2198.884
Fort Wayne,Syracuse,5,30.457380859375007,1132.726,1133.0
Columbia,Fort Wayne,6,30.314058430989576,1288.71,1261.5585
Los Angeles,Bakersfield,5,30.29452636718754,926.1,898.07117
Lexington,Raleigh,5,30.22737207031246,1237.276,1210.8003
Toledo,Columbia,6,29.844704589843747,1285.7783333333334,1267.6295
Columbia,Charleston,5,29.815382324218763,683.2860000000001,653.4706
Toledo,Lexington,6,29.54493977864587,978.19,948.645
Lubbock,Bakersfield,5,29.306818359374937,2553.028,2567.7166
Jacksonville,Memphis,6,29.297112630208364,1141.2433333333333,1170.5404
Toledo,Baton Rouge,6,29.293782552083258,2281.2466666666664,2280.0752
Grand Rapids,Hartford,8,29.237255859374983,1846.80375,1842.144
Louisville,Fort Wayne,5,28.973713378906247,873.18,844.20624
Cincinnati,Hartford,8,28.89477600097652,2082.31375,2053.6199
Lexington,Memphis,9,28.853033854166647,845.84,874.69305
Raleigh,Cincinnati,5,28.407759765624995,1467.538,1461.6279
Baton Rouge,Hartford,6,28.351612955729177,3051.8216666666667,3054.7698
Boston,Grand Rapids,6,28.252275390624998,2173.665,2198.8704
Tulsa,Cincinnati,5,28.185074218750014,1403.318,1396.1132
Shreveport,Mobile,5,27.989189941406245,817.92,803.1175
New York,Hartford,6,27.946552327473956,352.805,339.879
Shreveport,Richmond,8,27.904758300781282,2295.22875,2280.1885
Shreveport,Jacksonville,6,27.78529866536462,1248.875,1276.6603
Mobile,Milwaukee,5,27.54670507812498,1401.626,1374.9174
Shreveport,Lexington,7,27.452648577008922,1365.9428571428573,1339.4355
Tulsa,Austin,5,27.306814453124936,1224.674,1206.7412
Columbia,Tulsa,6,27.26968424479166,1841.9366666666665,1818.4
Boston,Syracuse,5,27.02804296874997,1155.906,1133.9768
Philadelphia,Nashville,8,26.994020996093752,2077.43,2095.5925
Buffalo,New York,7,26.595934012276775,833.6714285714286,815.34406
Oklahoma City,Lexington,7,26.448969726562478,2181.6042857142857,2192.5867
Indianapolis,Atlanta,5,25.74096874999998,941.298,915.557
Greensboro,Mobile,7,25.57738281249999,1228.8785714285714,1246.5095
Baton Rouge,Chattanooga,6,25.46266438802085,1321.3766666666668,1297.5791
Amarillo,Milwaukee,6,25.43195800781253,2398.273333333333,2384.8674
Charleston,Mobile,5,25.425244140625,1439.738,1433.7328
Milwaukee,Fort Wayne,6,25.176878662109363,622.3983333333333,599.475
Fort Wayne,Buffalo,5,25.161834960937473,991.4559999999999,966.2941
Bakersfield,Phoenix,5,24.993451660156232,952.3700000000001,957.69324
Lexington,Milwaukee,11,24.97620072798296,844.5400000000001,830.9092
Memphis,Shreveport,6,24.802020263671903,895.8483333333334,904.84595
Montgomery,Oklahoma City,6,24.708145345052042,1916.6850000000002,1927.043
Milwaukee,Nashville,6,24.459934082031243,880.9233333333333,856.4634
Oklahoma City,Los Angeles,5,24.45514062500006,2801.9,2797.0786
San Antonio,Baton Rouge,5,24.36478613281249,1068.916,1065.4065
Shreveport,Indianapolis,5,24.35279589843749,1314.0459999999998,1291.5261
Hartford,Raleigh,6,24.27861124674477,1139.5033333333333,1136.6306
Atlanta,Dayton,5,24.272161621093755,1028.16,1006.8307
Lexington,Fort Wayne,6,24.178468424479167,857.0133333333333,842.79224
Richmond,Columbia,8,23.99939575195313,1140.23875,1152.505
New York,Memphis,7,23.84899832589287,2215.957142857143,2213.8633
Lubbock,Baton Rouge,5,23.732876953125015,1285.584,1261.8512
Baton Rouge,Tampa,6,23.67101684570315,1092.6283333333333,1090.9197
Lexington,Richmond,8,23.669868774414056,1235.76875,1248.9641
Oklahoma City,San Antonio,7,23.587026541573664,605.1542857142857,589.16125
New York,Richmond,5,23.55458935546874,640.504,627.2597
Fort Wayne,Cincinnati,6,23.430458577473946,897.265,884.8881
Atlanta,Mobile,8,23.415094299316394,749.4875,752.84924
Raleigh,Lexington,7,23.328218470982197,1159.8085714285714,1144.0896
Buffalo,Fort Wayne,6,23.259032389322915,950.8383333333333,931.02704
Mobile,Grand Rapids,6,23.199635416666712,2144.508333333333,2134.223
Syracuse,Richmond,5,23.15538281250001,885.6200000000001,873.56415
Greensboro,Amarillo,5,22.836119140624852,2828.492,2847.053
Nashville,Montgomery,9,22.739653049045174,932.0,925.5614
Philadelphia,Little Rock,6,22.70255371093746,2534.2933333333335,2511.5908
Kansas City,Cincinnati,6,22.682301025390625,840.82,819.2056
Charleston,New York,5,22.671909179687553,1382.5900000000001,1359.9181
San Antonio,Austin,6,22.640708414713544,335.6383333333333,339.5455
Harrisburg,Baton Rouge,5,22.591466796875103,2549.95,2533.6716
Tampa,Memphis,6,22.35272216796871,1457.908333333333,1437.4181
San Antonio,Amarillo,5,22.3407451171875,1253.8139999999999,1241.6337
Toledo,Oklahoma City,6,22.23527832031247,2642.9583333333335,2628.1594
Lexington,Kansas City,7,22.115227050781236,1033.2485714285715,1011.13336
Mobile,Baton Rouge,7,22.110063127790177,863.4471428571429,841.33704
Mobile,Atlanta,5,21.991390625000008,759.138,747.63153
Baton Rouge,Nashville,6,21.97600585937501,1166.4866666666667,1144.5106
Nashville,Houston,5,21.902288085937517,1424.328,1415.1482
Nashville,Cincinnati,10,21.861671630859394,538.6,518.3393
Montgomery,Chattanooga,6,21.675973307291656,896.7066666666666,915.96124
Hartford,Albany,5,21.641669433593755,850.418,828.77637
Philadelphia,Shreveport,5,21.479269531249976,2664.194,2680.1074
Buffalo,Hartford,5,21.391111328125,999.652,978.2609
Greensboro,Richmond,6,21.366212158203115,979.975,964.77325
Nashville,Kansas City,5,21.207022460937516,960.348,961.9318
Richmond,Nashville,7,20.78090471540177,1673.2514285714285,1677.5897
Hartford,New York,6,20.750827026367176,344.6583333333333,323.9075
Jacksonville,Atlanta,6,20.673703206380196,711.02,694.8474
Nashville,Mobile,9,20.518919270833333,781.4633333333334,775.42053
Tucson,Bakersfield,8,20.518503417968745,818.08,828.2857
Baton Rouge,San Antonio,5,20.510046386718773,1031.2,1010.68994
Atlanta,Charleston,9,20.463851996527765,1082.9966666666667,1069.7749
Los Angeles,Fresno,7,20.213947056361594,1018.6042857142857,1007.14325
Phoenix,Los Angeles,5,19.91300598144531,212.44,232.353
Baton Rouge,Memphis,5,19.75363183593754,1177.672,1177.9502
Tampa,Nashville,5,19.473095703125,1320.042,1304.3325
Shreveport,Green Bay,6,19.470865885416668,2161.5466666666666,2152.0186
Charleston,Columbia,5,19.380676757812488,680.304,664.77704
Fresno,Phoenix,8,19.372760925292994,1070.74875,1082.0166
Lexington,Mobile,7,19.371976143973207,1124.4942857142858,1119.5702
New York,Buffalo,5,19.348167968749998,817.296,822.86096
Chattanooga,Atlanta,7,19.142549961635044,255.42285714285714,271.44745
Bakersfield,San Francisco,6,19.132287597656255,897.1616666666667,906.3516
Greensboro,Raleigh,7,18.633610839843737,918.342857142857,905.67145
Syracuse,Albany,5,18.595114257812497,879.8219999999999,873.6553
Mobile,Cincinnati,10,18.5642568359375,1092.9370000000001,1109.396
Lexington,Chattanooga,6,18.536768391927087,583.5383333333333,596.7869
Columbia,Montgomery,9,18.51526231553819,845.3788888888889,835.2784
Bakersfield,Albuquerque,5,18.215484375000006,1190.382,1175.9929
Lexington,Green Bay,5,18.08338085937503,1431.324,1418.9196
Tulsa,Nashville,5,18.07872851562497,1145.5880000000002,1128.0702
Cincinnati,Atlanta,6,17.90246683756509,545.2666666666667,527.7935
Nashville,Baton Rouge,9,17.57520507812501,1174.9933333333333,1174.8481
Tulsa,Atlanta,5,17.51519531250001,1315.574,1298.6123
Milwaukee,Toledo,5,17.411117675781224,780.0719999999999,763.92725
Greensboro,Cincinnati,5,17.29707324218748,742.338,755.26794
Lubbock,Amarillo,6,17.268149820963572,1054.4816666666668,1039.9833
Columbia,Memphis,6,17.156708984375047,1044.1183333333333,1041.8168
Richmond,Philadelphia,5,17.0045908203125,675.288,659.55634
Grand Rapids,Buffalo,7,17.000570591517867,1110.0457142857142,1100.8655
Oklahoma City,Austin,7,16.980110212053578,668.6171428571428,651.637
Bakersfield,Los Angeles,8,16.921029663085932,961.07625,959.05554
Oklahoma City,Shreveport,5,16.853225585937526,1153.914,1150.9243
Cincinnati,Milwaukee,5,16.737887695312498,612.678,599.1219
San Antonio,Tampa,5,16.648161132812447,1930.8319999999999,1917.8063
New Orleans,San Antonio,6,16.506269531250002,1261.865,1254.9904
Nashville,Atlanta,8,16.343833770751942,416.6,401.59592
Montgomery,Baton Rouge,6,16.307931315104156,1118.9983333333332,1131.5839
Kansas City,Indianapolis,5,16.27368139648437,488.412,481.49088
Mobile,Indianapolis,5,16.265769531249997,1335.214,1326.1064
Milwaukee,Memphis,6,16.239684651692716,882.4966666666666,890.7097
Lexington,Nashville,6,15.932771809895826,684.0500000000001,668.11725
Buffalo,Richmond,6,15.524058837890626,802.0533333333333,793.09595
Baton Rouge,Tulsa,5,14.563968750000004,796.52,793.5944
Atlanta,Lexington,9,14.418591308593742,560.5433333333334,550.441
Chattanooga,Mobile,5,14.383667480468763,785.34,775.5679
Richmond,Buffalo,5,14.170946289062522,795.816,791.03986
Atlanta,Indianapolis,6,14.096017659505208,882.6733333333333,881.51373
Mobile,Shreveport,8,13.750989990234388,810.96,823.4326
Mobile,Lubbock,5,13.634157226562456,1881.216,1871.3743
Mobile,Nashville,5,13.49839648437503,785.2439999999999,791.5994
Nashville,Memphis,5,13.374129638671866,356.662,353.7165
Philadelphia,Albany,5,13.356064941406249,901.314,910.2035
Cincinnati,Lexington,6,13.206902058919278,366.24666666666667,359.6251
Philadelphia,Hartford,5,13.162247680664057,208.72400000000002,218.89685
Lexington,Cincinnati,6,12.951343790690109,373.52500000000003,384.97513
Nashville,Lexington,5,12.903599609374988,661.2139999999999,648.3104
Houston,Oklahoma City,6,12.742989501953124,780.7933333333334,768.05035
Hartford,Philadelphia,5,11.718088134765622,222.452,224.24565
Bakersfield,El Paso,5,11.530961425781243,1042.484,1052.3761
Oklahoma City,Baton Rouge,7,11.526863839285722,1077.7714285714285,1079.9943
Nashville,Fort Wayne,5,11.492008789062492,1212.85,1209.4563
Atlanta,Columbia,6,10.491424967447946,607.9683333333334,612.09143
Cincinnati,Nashville,6,10.43856424967449,533.0949999999999,540.2065
Columbia,Greensboro,5,10.437692382812497,359.16999999999996,352.7997
Milwaukee,Cincinnati,5,9.520031249999988,615.452,611.7584
Grand Rapids,Milwaukee,8,8.494295043945314,862.7225,857.3345
Greensboro,Indianapolis,5,8.18948046874998,1067.0040000000001,1061.8811
Richmond,Hartford,6,8.163035481770843,778.71,781.8115
Oklahoma City,Tulsa,5,5.987125976562493,817.196,816.64484
Columbia,Albany,5,4.932533203125013,2248.772,2245.433
