route,count,mean,median
El Paso → Amarillo,17,1027.979411764706,1014.42
El Paso → Fresno,17,1493.7564705882353,1466.85
Baton Rouge → Tucson,17,2990.705882352941,3041.23
Birmingham → Bakersfield,17,4095.7558823529416,4092.58
Milwaukee → Buffalo,17,1380.6629411764707,1355.05
Shreveport → Houston,17,764.0770588235293,675.46
Shreveport → Milwaukee,17,1490.2241176470588,1495.46
Columbia → Tulsa,17,1963.4582352941177,1811.81
Syracuse → Atlanta,17,1876.1823529411763,1825.18
Milwaukee → Green Bay,17,938.5394117647058,937.62
Milwaukee → Greensboro,17,1062.92,1103.83
Milwaukee → Raleigh,17,1731.9270588235295,1692.64
Milwaukee → Tucson,17,3519.991176470588,3495.78
Mobile → Amarillo,17,2989.015882352941,2489.4
Mobile → Corpus Christi,17,1433.9476470588236,1436.61
Mobile → Indianapolis,17,1334.3388235294117,1323.33
Mobile → Reno,17,3971.2847058823527,3936.26
Mobile → Toledo,17,1824.6470588235295,1791.83
Montgomery → El Paso,17,4026.383529411765,3293.64
Montgomery → Indianapolis,17,1379.2470588235294,1351.0
Montgomery → Kansas City,17,1857.3264705882352,1620.66
Montgomery → Milwaukee,17,1580.4341176470589,1506.91
Corpus Christi → Columbia,17,2396.291176470588,2070.38
Shreveport → Grand Rapids,17,2163.9782352941174,2179.09
Nashville → Memphis,17,349.0917647058824,346.4
Bakersfield → Montgomery,17,3814.3623529411766,3977.89
New York → Grand Rapids,17,1736.2241176470588,1746.09
Bakersfield → Dayton,17,4009.031176470588,3989.15
Bakersfield → Grand Rapids,17,4048.5911764705884,4114.77
New York → Jacksonville,17,2237.6276470588236,2044.57
New York → Madison,17,2091.013529411765,2101.17
New York → Philadelphia,17,270.1017647058823,270.76
New York → San Antonio,17,3588.5176470588235,3537.12
Oklahoma City → Amarillo,17,1054.060588235294,1021.07
Oklahoma City → Grand Rapids,17,2575.6988235294116,2611.23
Philadelphia → Charleston,17,1430.221176470588,1454.02
Philadelphia → Little Rock,17,2576.957058823529,2593.37
Philadelphia → Los Angeles,17,5678.308235294118,5762.07
Philadelphia → Milwaukee,17,2013.585882352941,1991.2
Philadelphia → Mobile,17,2379.8558823529415,2341.23
San Antonio → Grand Rapids,17,3132.4147058823532,2864.16
San Antonio → Greensboro,17,2529.0317647058823,2544.99
Atlanta → Syracuse,17,1790.6394117647058,1788.06
Phoenix → Houston,17,3234.961764705882,3230.8
Atlanta → Raleigh,17,1330.3435294117646,1307.41
Raleigh → Cincinnati,17,1426.8658823529413,1405.11
Raleigh → Richmond,17,603.6070588235294,592.51
Atlanta → Fresno,17,5110.328235294118,4197.26
Richmond → Fresno,17,5708.051764705882,5234.45
Amarillo → New York,17,4112.870588235294,4119.04
Richmond → Raleigh,17,588.3758823529412,609.87
Richmond → Reno,17,5004.5488235294115,4987.16
Corpus Christi → Nashville,17,1714.245294117647,1704.83
San Antonio → Albany,17,4131.065882352941,4163.27
Green Bay → Fort Wayne,17,712.0582352941176,706.47
Green Bay → New York,17,1833.4464705882353,1826.12
Grand Rapids → Syracuse,17,1257.1000000000001,1255.57
Grand Rapids → Tucson,17,3739.966470588235,3890.59
Tulsa → Nashville,16,1190.314375,1155.48
Los Angeles → Charleston,16,4788.750625,4756.4
Chattanooga → Fresno,16,4409.975625,4406.355
Chattanooga → Fort Wayne,16,1119.449375,1147.255
Fort Wayne → Boston,16,2037.798125,2011.4850000000001
Boston → Bakersfield,16,6737.905,5881.485000000001
Lexington → Dayton,16,651.65375,667.7650000000001
Lexington → Albuquerque,16,3194.37875,3200.895
Richmond → Tulsa,16,2561.70875,2553.5249999999996
Richmond → Tucson,16,4813.311875,4755.6849999999995
Amarillo → Richmond,16,3751.81,3713.27
Amarillo → Memphis,16,2240.3424999999997,2159.29
Green Bay → Philadelphia,16,1922.145625,1975.1
Green Bay → Nashville,16,1628.8600000000001,1643.49
Boston → Fort Wayne,16,2058.194375,2089.6850000000004
Kansas City → Tulsa,16,1289.543125,1286.9
Syracuse → Toledo,16,1053.82375,1026.495
Syracuse → Houston,16,3080.9725,3114.035
El Paso → Philadelphia,16,4853.959375,4740.9
El Paso → Oklahoma City,16,1806.31375,1772.375
Greensboro → Oklahoma City,16,2391.176875,2360.645
Greensboro → New York,16,1396.40375,1378.375
Cincinnati → Savannah,16,990.5475,996.285
Amarillo → San Antonio,16,1287.55875,1279.705
Reno → Memphis,16,4358.343125,3706.085
Atlanta → Dayton,16,1022.450625,1046.085
Reno → Grand Rapids,16,3744.4025,3645.74
Corpus Christi → New York,16,3574.40875,3574.815
El Paso → Indianapolis,16,2841.708125,2951.135
Los Angeles → New York,16,5403.81125,5304.1
Los Angeles → Kansas City,16,3825.214375,3824.1000000000004
Columbia → Fresno,16,4858.31,4780.77
Toledo → Chattanooga,16,1287.62,1259.52
Toledo → Charleston,16,1501.78375,1462.215
Toledo → Bakersfield,16,4050.3693749999998,3985.365
Toledo → Atlanta,16,1345.0375,1361.67
Hartford → Albuquerque,16,4671.030625,4686.465
Raleigh → Tucson,16,4662.215625,4584.77
Raleigh → Chattanooga,16,1469.5731250000001,1453.8000000000002
Providence → Bakersfield,16,6090.151875,6077.23
Phoenix → Toledo,16,4464.976875,4366.965
Phoenix → San Francisco,16,1475.445625,1490.185
Harrisburg → Philadelphia,16,790.664375,791.905
Harrisburg → Fresno,16,5092.704375,5048.485000000001
Buffalo → Shreveport,16,2968.7475,2341.135
Grand Rapids → Fresno,16,4324.841875,4258.885
Boston → Lexington,16,2059.064375,2081.9049999999997
Kansas City → Memphis,16,859.22,857.99
Madison → Baton Rouge,16,2029.22,2042.4650000000001
Madison → Baltimore,16,2275.6306250000002,2236.4449999999997
Lubbock → Tucson,16,2107.066875,2135.435
Lubbock → Richmond,16,3510.9375,3429.63
Chattanooga → Montgomery,16,847.92375,833.47
Chattanooga → Memphis,16,528.729375,486.62
Chattanooga → Lubbock,16,2127.335625,2079.785
Lubbock → Phoenix,16,2476.4425,2484.795
Birmingham → Fort Wayne,16,1433.035625,1423.0900000000001
Lubbock → Kansas City,16,2112.6018750000003,2100.175
Atlanta → Savannah,16,781.998125,798.395
Phoenix → Chattanooga,16,4041.928125,4004.46
Philadelphia → Syracuse,16,874.13,891.815
Hartford → Greensboro,16,1565.750625,1611.665
Hartford → Dayton,16,1854.360625,1902.63
Hartford → Baltimore,16,361.9375,362.525
Buffalo → New York,16,815.353125,828.785
Buffalo → Milwaukee,16,1353.84875,1300.275
Grand Rapids → Bakersfield,16,3806.100625,3814.17
Charleston → Philadelphia,16,1361.603125,1324.72
Buffalo → Los Angeles,16,4979.020625,4979.79
Charleston → New York,16,1364.466875,1361.87
Charleston → Lexington,16,1035.345,1027.095
Fresno → San Antonio,16,3182.87,3177.4700000000003
Hartford → Jacksonville,16,2136.9674999999997,2088.18
San Antonio → Savannah,16,2458.80625,2424.34
Amarillo → Columbia,16,3039.89,3033.9849999999997
San Antonio → Fresno,16,3169.31375,3157.17
San Antonio → Charleston,16,2677.383125,2773.1549999999997
Philadelphia → Lubbock,16,3777.916875,3779.855
Phoenix → Green Bay,16,4333.444375,4292.46
Memphis → Reno,16,3686.14125,3629.895
Memphis → El Paso,16,2933.6075,2916.355
El Paso → Corpus Christi,16,2342.169375,2303.26
Columbia → Toledo,16,1369.93625,1327.1999999999998
Columbia → Shreveport,16,1988.58375,1560.5349999999999
Philadelphia → Albuquerque,16,4581.475,4492.27
Oklahoma City → Reno,16,2966.38375,2986.1000000000004
Dayton → Columbia,16,1194.92875,1087.835
Oklahoma City → Corpus Christi,16,901.38375,876.635
Toledo → Montgomery,16,1920.71125,1894.8049999999998
Toledo → Lexington,16,979.5450000000001,973.215
Toledo → Kansas City,16,1086.43625,1082.595
El Paso → Albany,16,5021.895625,4845.875
Baton Rouge → Houston,16,494.190625,486.3
Memphis → Tulsa,16,1040.088125,1026.67
Chattanooga → Bakersfield,16,3935.9275,3994.8450000000003
Kansas City → Jacksonville,16,1678.885,1688.3899999999999
Kansas City → Boston,16,2630.89875,2761.38
Charleston → Reno,16,4810.98875,4634.105
Fort Wayne → New York,16,1493.69625,1500.03
Tucson → Chattanooga,16,3685.6775000000002,3665.355
Tucson → Buffalo,16,4577.595625,4570.715
New York → Tucson,16,5098.3725,5010.955
New York → Shreveport,16,2816.2375,2704.2799999999997
New York → Oklahoma City,16,3483.278125,3480.475
New York → Lubbock,16,3787.4831249999997,3764.6
Bakersfield → Green Bay,16,3850.445,3698.82
Philadelphia → Columbia,16,1885.784375,1653.345
Mobile → Fresno,16,4177.035625,4149.0650000000005
Milwaukee → San Antonio,16,2283.76375,2253.96
Montgomery → Nashville,16,902.80375,895.645
Montgomery → Chattanooga,16,881.050625,882.485
Montgomery → Charleston,16,1191.091875,1217.51
Montgomery → Bakersfield,16,4250.6275,4189.82
Baltimore → Oklahoma City,16,4739.45,3646.825
Mobile → Lubbock,16,1882.8875,1864.91
Mobile → Houston,16,1117.958125,1128.115
Jacksonville → Lexington,16,1020.26,1029.8249999999998
Fresno → Buffalo,16,4840.27125,4795.0
Fort Wayne → Tampa,16,2327.0475,2339.605
Charleston → Tulsa,16,2282.350625,2230.665
Indianapolis → Mobile,16,1259.88375,1221.29
Indianapolis → Atlanta,16,904.5849999999999,915.145
Houston → Baton Rouge,16,494.85125,454.1
New York → Fort Wayne,16,1582.0475,1576.125
New York → Chattanooga,16,1963.306875,1934.005
Nashville → Lubbock,16,2040.684375,2024.56
Shreveport → El Paso,16,2696.600625,2743.9350000000004
Houston → Bakersfield,16,2978.64375,3056.8100000000004
Hartford → Syracuse,16,1055.380625,924.5250000000001
Houston → Syracuse,16,3057.081875,3088.49
Corpus Christi → Baton Rouge,16,780.1793749999999,766.5699999999999
Nashville → Amarillo,16,2713.735,2395.2799999999997
Montgomery → Raleigh,16,1962.886875,1533.595
Houston → Reno,16,3501.1393749999997,3451.9700000000003
Houston → Oklahoma City,16,794.69375,778.9549999999999
Houston → Milwaukee,16,1869.481875,1890.655
Houston → Memphis,16,1282.8675,1279.5549999999998
Buffalo → Chattanooga,16,1634.89375,1649.19
Tulsa → Milwaukee,16,1524.479375,1522.0
Greensboro → Buffalo,16,1207.11375,1196.44
Charleston → Bakersfield,16,4788.746875,4690.685
Charleston → Atlanta,16,1201.62625,1094.26
Green Bay → Cincinnati,16,1363.116875,1374.98
Albany → Corpus Christi,16,3953.111875,3926.49
Green Bay → Mobile,16,2044.349375,2134.62
Green Bay → Milwaukee,16,1057.898125,941.23
Corpus Christi → Richmond,16,3117.215,3125.51
Cincinnati → Montgomery,16,1139.474375,1120.68
Albany → Memphis,16,2636.913125,2688.61
Greensboro → Kansas City,16,1405.881875,1386.35
Charleston → Houston,16,2289.8575,2300.295
Charleston → Hartford,16,1412.469375,1403.33
Tucson → Fresno,15,1125.5406666666668,1123.34
Tucson → Green Bay,15,3783.688666666667,3787.48
Albany → Mobile,15,2892.4466666666663,2918.42
Tucson → Kansas City,15,3271.2533333333336,3220.1
Tucson → New York,15,5029.542,5062.33
Corpus Christi → Philadelphia,15,3940.8720000000003,3435.44
Corpus Christi → Phoenix,15,3025.444,3041.2
Green Bay → Hartford,15,2113.1666666666665,2086.61
Albany → Chattanooga,15,2553.864,2502.53
Washington → Hartford,15,809.0400000000001,796.1
Charleston → Buffalo,15,1362.6513333333335,1398.23
Greensboro → Atlanta,15,686.1966666666667,685.02
Tucson → Syracuse,15,4647.053333333333,4581.26
Tucson → Toledo,15,3909.8826666666664,3909.33
Tulsa → Chattanooga,15,1289.7853333333333,1290.86
Tulsa → El Paso,15,2301.7093333333332,2275.74
Tulsa → Fort Wayne,15,1937.1680000000001,1950.2
Charleston → El Paso,15,3961.1446666666666,3866.79
Fresno → Greensboro,15,4691.302,4645.48
Houston → Montgomery,15,1438.3333333333333,1427.86
Houston → San Antonio,15,777.6953333333333,770.84
Nashville → Boston,15,2648.994,2622.63
Nashville → Corpus Christi,15,1782.286,1772.88
Albuquerque → Richmond,15,4006.3713333333335,3878.07
Indianapolis → Amarillo,15,2604.44,2453.98
Fresno → Montgomery,15,4731.722666666667,4403.49
Hartford → Tulsa,15,3058.2366666666667,3025.52
Shreveport → Dayton,15,1679.5393333333334,1681.53
Nashville → El Paso,15,3090.910666666667,3040.21
Bakersfield → Salt Lake City,15,673.4286666666667,695.91
Nashville → Tulsa,15,1131.6026666666667,1136.63
New York → Baton Rouge,15,2922.5873333333334,2920.58
Houston → Grand Rapids,15,2520.010666666667,2508.4
Buffalo → Bakersfield,15,4302.952666666667,4469.02
Indianapolis → Baton Rouge,15,1593.9786666666666,1550.66
Indianapolis → Tucson,15,3449.7413333333334,3377.52
Jacksonville → Los Angeles,15,4286.402666666667,4334.76
Montgomery → Amarillo,15,2658.9846666666663,2666.9
Montgomery → Grand Rapids,15,2118.2373333333335,2054.89
Baltimore → Hartford,15,357.8306666666667,353.57
Montgomery → Lubbock,15,2136.3039999999996,2152.83
Syracuse → Chattanooga,15,1857.552,1847.63
Baton Rouge → Fresno,15,3763.3213333333333,3862.1
Baton Rouge → Grand Rapids,15,2867.6173333333336,2480.25
Baton Rouge → Greensboro,15,1843.146,1846.04
Milwaukee → New York,15,2222.58,1954.95
Milwaukee → Syracuse,15,1564.2666666666667,1566.2
Baton Rouge → Albuquerque,15,2637.974666666667,2612.25
Baton Rouge → Baltimore,15,3015.716,2925.66
Jacksonville → Shreveport,15,1563.8899999999999,1314.74
Jacksonville → Tulsa,15,1568.9566666666667,1554.06
Philadelphia → Amarillo,15,4055.2313333333336,4010.87
Philadelphia → El Paso,15,4614.925333333334,4806.64
Bakersfield → Columbia,15,4975.72,4319.05
New York → Montgomery,15,2254.8179999999998,2302.4
Dayton → Milwaukee,15,518.4366666666667,517.1
New York → Syracuse,15,706.2213333333333,697.86
Oklahoma City → Baltimore,15,4738.5526666666665,3778.87
Fresno → Mobile,15,4370.026,4290.58
Boston → Phoenix,15,6420.760666666667,5947.51
Kansas City → Chattanooga,15,1012.934,1008.66
Kansas City → Houston,15,1729.6926666666666,1786.5
Fort Wayne → Kansas City,15,953.1193333333333,952.89
Memphis → Shreveport,15,879.9386666666667,879.33
Milwaukee → Albuquerque,15,2887.7586666666666,2873.19
Shreveport → Raleigh,15,2240.882,2214.17
Shreveport → San Antonio,15,1224.8413333333333,1225.23
Toledo → Harrisburg,15,990.19,1007.76
Toledo → Houston,15,2440.474666666667,2474.42
Toledo → Phoenix,15,4286.026666666667,4307.11
Tucson → Baton Rouge,15,3317.0153333333337,2869.59
Bakersfield → Albany,15,5415.944,5322.35
Oklahoma City → Harrisburg,15,2952.948,2898.12
Oklahoma City → Louisville,15,1991.3139999999999,1945.69
Oklahoma City → St. Louis,15,1774.5726666666667,1764.57
Oklahoma City → Toledo,15,2558.075333333333,2549.6
Shreveport → Tulsa,15,567.1006666666667,568.52
Columbia → Tampa,15,1588.3153333333332,1291.36
Syracuse → Amarillo,15,4296.200666666667,3929.93
Madison → San Antonio,15,2932.85,2379.56
El Paso → Bakersfield,15,1007.034,1000.86
El Paso → Baltimore,15,4700.416666666667,4528.11
Memphis → Amarillo,15,2365.3039999999996,2381.66
Memphis → Cincinnati,15,585.346,595.14
Memphis → Mobile,15,927.124,819.55
Memphis → Montgomery,15,1056.9993333333334,1055.43
Baton Rouge → Raleigh,15,2375.0706666666665,2333.5
Philadelphia → New York,15,285.5373333333334,283.17
San Antonio → Austin,15,327.54,330.94
Corpus Christi → Greensboro,15,2263.239333333333,2231.18
Savannah → Atlanta,15,744.6446666666667,735.82
Savannah → Bakersfield,15,4639.71,4688.25
Charleston → Milwaukee,15,1629.5833333333333,1613.04
Buffalo → Mobile,15,2130.2626666666665,2137.4
Philadelphia → Tampa,15,2626.563333333333,2623.03
Philadelphia → Toledo,15,1534.9333333333334,1503.91
Atlanta → Toledo,15,1339.856,1345.55
Phoenix → Dayton,15,4145.072,4072.83
El Paso → Grand Rapids,15,3427.652,3399.07
Chattanooga → Lexington,15,645.77,588.32
Madison → Kansas City,15,593.118,594.29
Tampa → San Antonio,15,1844.4046666666666,1862.24
Buffalo → Richmond,15,781.3946666666667,779.9
Buffalo → San Antonio,15,3067.3066666666664,3174.53
Providence → Oklahoma City,15,4121.602666666667,4168.72
Raleigh → Syracuse,15,1349.4540000000002,1314.12
Reno → Amarillo,15,2189.688,2214.03
Harrisburg → Tucson,15,4455.395333333333,4442.0
Toledo → Amarillo,15,2840.463333333333,2788.14
Albuquerque → Baton Rouge,15,2668.634,2599.39
Columbia → El Paso,15,3747.002,3775.65
Toledo → Dayton,15,641.6493333333333,501.52
Los Angeles → Houston,15,3264.112,3267.33
Los Angeles → San Antonio,15,2747.2826666666665,2732.8
El Paso → Lubbock,15,1760.6046666666666,1853.27
Lubbock → Columbia,15,2566.2426666666665,2527.16
Reno → Baton Rouge,15,3713.811333333333,3749.6
Atlanta → Baton Rouge,15,1284.8220000000001,1327.71
Atlanta → Boston,15,2335.5793333333336,2265.2
Reno → Philadelphia,15,6555.731333333333,5480.87
Richmond → Baltimore,15,829.3593333333333,661.55
Richmond → Corpus Christi,15,2968.638,2911.84
Amarillo → Tucson,15,1479.6480000000001,1458.8
Greensboro → Philadelphia,15,1534.8326666666667,1520.78
Lubbock → Greensboro,15,2686.9293333333335,2699.51
El Paso → Richmond,15,4323.054,4114.72
Los Angeles → El Paso,15,1331.8886666666667,1330.95
Los Angeles → Grand Rapids,15,4494.938,4485.08
Albuquerque → Fort Wayne,15,3233.424666666667,3252.4
Tampa → Baton Rouge,15,1083.5406666666668,1099.55
Tampa → Mobile,15,1021.9853333333333,806.89
Kansas City → Raleigh,15,2057.8986666666665,2005.93
Kansas City → Toledo,15,1104.2926666666667,1102.71
Boston → Columbia,15,2103.1966666666667,2075.93
Grand Rapids → Toledo,15,466.04466666666667,474.27
Green Bay → Shreveport,15,2461.7953333333335,2095.96
Richmond → Greensboro,15,1064.5773333333334,1055.99
Richmond → Jacksonville,15,1535.9333333333334,1562.25
Amarillo → Philadelphia,15,4090.076,4090.75
Richmond → Little Rock,15,2187.161333333333,2170.96
Richmond → Lubbock,15,3329.7293333333337,3285.59
Richmond → Madison,15,1841.96,1844.32
Richmond → Montgomery,15,1648.3266666666668,1733.46
Corpus Christi → Montgomery,15,1685.214,1652.47
Boston → Grand Rapids,15,2133.2166666666667,2084.14
Lexington → Corpus Christi,15,2174.462,2202.19
Fort Wayne → Buffalo,15,971.0086666666666,958.53
Fort Wayne → Fresno,15,4383.998666666666,4339.91
Lexington → Lubbock,15,3071.7233333333334,2459.62
Lexington → San Francisco,15,4615.508,4512.42
Lexington → Toledo,15,959.9546666666668,929.25
Little Rock → Buffalo,15,3011.934,2247.35
Los Angeles → Corpus Christi,15,3036.586666666667,3026.87
Tulsa → Phoenix,15,3109.1226666666666,3098.93
Albany → Green Bay,15,2151.7453333333333,1937.55
Cincinnati → Little Rock,15,1022.66,1036.96
Cincinnati → Mobile,15,1372.1606666666667,1064.86
Tulsa → Toledo,15,2075.578666666667,2094.41
Albany → Dayton,14,1960.6228571428571,1909.4050000000002
Tulsa → Memphis,14,1022.4642857142857,1005.6800000000001
Tulsa → Lexington,14,1971.575,1669.5
Tulsa → Cincinnati,14,1409.570714285714,1374.855
Charleston → Dayton,14,1330.2764285714286,1310.74
Greensboro → Chattanooga,14,859.842857142857,767.845
Charleston → Boston,14,1648.4071428571428,1635.67
Charleston → Albuquerque,14,3993.098571428571,3937.285
Albany → Cincinnati,14,2171.5885714285714,2104.45
Albany → Bakersfield,14,5528.043571428571,5474.33
Albany → Albuquerque,14,5332.525000000001,4668.995000000001
Los Angeles → Austin,14,2604.5800000000004,2576.955
Los Angeles → Amarillo,14,2036.5207142857143,2043.2150000000001
Little Rock → Oklahoma City,14,1127.7807142857143,1172.31
Little Rock → Nashville,14,877.7828571428571,804.0799999999999
Lexington → Tampa,14,1620.7335714285714,1617.635
El Paso → Tucson,14,767.8107142857143,736.495
Lexington → Salt Lake City,14,3706.9900000000002,3677.765
Lexington → Providence,14,1995.2807142857143,2068.4849999999997
Lexington → Little Rock,14,1247.6650000000002,1232.525
Lexington → Dallas,14,1665.6107142857143,1659.3000000000002
Boston → Hartford,14,502.04857142857145,506.995
Chattanooga → Raleigh,14,1497.327857142857,1495.62
Columbia → Raleigh,14,956.5557142857143,971.2049999999999
Tampa → Lexington,14,1562.8971428571429,1544.315
Syracuse → Montgomery,14,2189.797857142857,2161.2349999999997
Albuquerque → Lexington,14,3629.3014285714285,3213.72
El Paso → Savannah,14,4330.358571428572,3978.25
Lubbock → Grand Rapids,14,2869.964285714286,2830.6549999999997
Lubbock → Amarillo,14,1108.49,1080.29
El Paso → Nashville,14,3073.222142857143,2969.385
El Paso → Memphis,14,2765.722142857143,2693.82
El Paso → Los Angeles,14,1361.3685714285714,1340.655
Los Angeles → Toledo,14,4518.773571428572,4585.65
Los Angeles → Little Rock,14,4031.537857142857,3563.9449999999997
Tampa → Phoenix,14,4058.3064285714286,4030.95
Toledo → Fort Wayne,14,270.9407142857143,270.47
Cincinnati → Boston,14,2238.375,2265.615
Tampa → Tucson,14,3757.9664285714284,3731.23
Tampa → Shreveport,14,1229.7657142857145,1219.3249999999998
Chattanooga → Nashville,14,248.92857142857142,246.97500000000002
Birmingham → Grand Rapids,14,1787.6299999999999,1784.91
Lubbock → Jacksonville,14,2342.2564285714284,2333.855
Memphis → Greensboro,14,1072.1307142857142,1065.395
Memphis → Corpus Christi,14,1704.0400000000002,1725.57
El Paso → Charleston,14,4508.3435714285715,3953.2200000000003
El Paso → Atlanta,14,3340.8685714285716,3253.33
Madison → Richmond,14,1794.212142857143,1735.595
Shreveport → Savannah,14,1533.347857142857,1541.3000000000002
Albuquerque → Phoenix,14,1580.8442857142857,1564.3049999999998
Albuquerque → Mobile,14,3023.453571428571,2988.57
Shreveport → Jacksonville,14,1286.3135714285713,1289.01
Chattanooga → Amarillo,14,2475.0485714285714,2448.84
Jacksonville → Reno,14,4321.417857142857,4393.0599999999995
Jacksonville → New York,14,2023.952857142857,2043.96
Jacksonville → Memphis,14,1128.537142857143,1108.0
Jacksonville → Lubbock,14,2334.8092857142856,2333.81
Milwaukee → San Francisco,14,4225.9742857142855,4165.79
Milwaukee → Reno,14,3771.3657142857146,3774.38
Milwaukee → Philadelphia,14,1975.9214285714284,1926.715
Baton Rouge → Harrisburg,14,2524.0550000000003,2502.785
Milwaukee → Fresno,14,4668.826428571429,4052.515
Milwaukee → Columbia,14,1219.222142857143,1166.2399999999998
Montgomery → Hartford,14,2332.9114285714286,2321.94
Baltimore → Los Angeles,14,5699.706428571429,5626.225
Baltimore → Lexington,14,1787.9157142857143,1758.955
Baltimore → Richmond,14,705.3207142857143,705.8499999999999
Baltimore → Phoenix,14,5526.838571428571,5437.245
Jacksonville → Baton Rouge,14,1552.5814285714284,1340.47
Jacksonville → Amarillo,14,2848.7214285714285,2799.995
Indianapolis → San Antonio,14,2112.882857142857,2060.805
Indianapolis → Bakersfield,14,3588.312142857143,3520.985
Houston → Shreveport,14,647.6850000000001,626.62
Shreveport → Chattanooga,14,1037.1835714285714,1027.365
Shreveport → Boston,14,3216.194285714286,3170.665
Shreveport → Baltimore,14,3597.835714285714,3061.955
Shreveport → Albuquerque,14,2457.5371428571425,2445.8050000000003
Shreveport → Albany,14,3297.953571428571,3327.3199999999997
Savannah → Syracuse,14,1726.4850000000001,1710.7199999999998
Savannah → Reno,14,4368.698571428571,4558.4400000000005
Savannah → Lexington,14,878.1528571428571,865.635
Savannah → Columbia,14,349.84142857142854,346.375
Savannah → Cincinnati,14,988.2378571428571,996.745
Houston → Mobile,14,1168.0485714285714,1174.855
Fresno → Kansas City,14,3756.200714285714,3705.675
Fresno → Houston,14,3570.9435714285714,3504.28
Buffalo → Charleston,14,1330.167857142857,1330.07
Houston → Jacksonville,14,1580.6278571428572,1560.0900000000001
Dayton → San Antonio,14,2485.875,2462.37
New York → Amarillo,14,4015.792857142857,3939.33
New Orleans → San Antonio,14,1217.8264285714286,1188.5149999999999
New Orleans → Hartford,14,2959.7392857142854,2904.74
New Orleans → Baton Rouge,14,599.3164285714286,529.79
Bakersfield → Harrisburg,14,4795.700714285714,4832.78
Baltimore → Baton Rouge,14,2967.3564285714283,2943.4849999999997
Hartford → Tampa,14,2753.575714285714,2730.955
Fresno → Raleigh,14,5242.989285714286,5209.0650000000005
Fresno → New York,14,5670.416428571429,5724.4
Fresno → Lubbock,14,2879.6042857142857,2844.1099999999997
Hartford → Savannah,14,1849.2107142857144,1685.6799999999998
Hartford → Raleigh,14,1126.2842857142857,1100.1399999999999
Albany → Toledo,14,1758.6007142857143,1744.17
Albany → Reno,14,4843.439285714286,5086.98
Columbia → Boston,14,2047.2885714285715,2012.185
Oklahoma City → Austin,14,650.2328571428571,637.735
Dayton → Philadelphia,14,1714.2407142857141,1695.435
Dayton → New York,14,1612.277142857143,1573.255
New York → Los Angeles,14,5207.3721428571425,5433.145
Bakersfield → Chattanooga,14,3935.8214285714284,3913.875
New York → Greensboro,14,1372.17,1409.16
Dayton → Charleston,14,1332.5207142857143,1394.605
Philadelphia → Jacksonville,14,2008.9435714285714,1993.89
Philadelphia → Buffalo,14,921.3564285714285,904.02
Dayton → Grand Rapids,14,747.1285714285714,744.675
Cincinnati → Harrisburg,14,1296.0485714285714,1291.05
Toledo → Reno,14,3871.3342857142857,3774.485
Toledo → Los Angeles,14,4485.918571428571,4410.09
Buffalo → Greensboro,14,1199.917857142857,1211.755
Savannah → Boston,14,2000.8892857142857,2025.4450000000002
San Francisco → Memphis,14,4042.7442857142855,4117.125
San Antonio → Shreveport,14,1219.4378571428572,1192.79
Amarillo → Chattanooga,14,2431.1507142857145,2352.565
Amarillo → Jacksonville,14,2936.7635714285716,2905.99
Amarillo → Fresno,14,2541.7328571428575,2307.33
Atlanta → Lubbock,14,2318.929285714286,2303.2749999999996
Atlanta → Houston,14,1547.6492857142857,1575.2849999999999
Phoenix → Little Rock,14,3527.5642857142857,3587.125
Atlanta → New York,14,1955.2464285714286,1941.69
Phoenix → Harrisburg,14,4990.178571428572,4931.15
Atlanta → Shreveport,14,1185.4142857142856,1186.5900000000001
Phoenix → Boston,14,5834.686428571428,5612.875
Austin → Columbia,14,2735.5521428571433,2573.785
Hartford → Indianapolis,14,2138.9635714285714,2134.775
Hartford → Fresno,14,5829.751428571429,5730.969999999999
Grand Rapids → Dayton,14,738.4792857142858,737.965
Fresno → Tulsa,14,3548.2642857142855,3588.415
Charleston → Oklahoma City,14,2782.6378571428572,2802.74
Reno → Atlanta,14,4170.370714285715,4098.005
Raleigh → Phoenix,14,5088.189285714286,5022.59
Raleigh → Philadelphia,14,1041.0142857142857,1031.75
Raleigh → Oklahoma City,14,3096.671428571429,3099.5649999999996
Raleigh → Mobile,14,1752.952857142857,1737.7
Raleigh → El Paso,14,4353.660714285715,4360.0
Raleigh → Baton Rouge,14,2357.496428571428,2347.9449999999997
Raleigh → Atlanta,14,1365.6964285714287,1340.8600000000001
Harrisburg → Richmond,14,449.98,449.185
Buffalo → Phoenix,14,4844.657857142857,4846.17
Grand Rapids → Lubbock,14,3679.94,2941.79
Harrisburg → Albany,14,1228.1764285714287,1224.275
Greensboro → Tucson,14,4103.065,4061.0150000000003
Cincinnati → Green Bay,14,1481.895,1335.01
Atlanta → Amarillo,14,2721.6335714285715,2693.04
Amarillo → Toledo,14,3051.550714285714,3052.7349999999997
Reno → San Antonio,14,3300.424285714286,3251.075
Reno → Richmond,14,4985.274285714286,5029.88
Reno → Buffalo,14,4291.175,4210.665
Richmond → Toledo,14,1268.5085714285713,1244.085
Richmond → Tampa,14,2164.1,2148.42
Corpus Christi → Toledo,14,2628.800714285714,2592.255
Charleston → Albany,14,1937.8364285714285,1943.705
